?ID	?label	?type
"VO_0001925"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Modified Live Virus Vaccine (USDA: 1171.22)"	"Class"
"VO_0001926"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Modified Live Virus Vaccine (USDA: 1171.24)"	"Class"
"VO_0001927"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Modified Live Virus Vaccine (USDA: 1171.25)"	"Class"
"VO_0001928"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Modified Live Virus Vaccine (USDA: 1171.26)"	"Class"
"VO_0001929"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Modified Live Virus Vaccine (USDA: 1171.27)"	"Class"
"VO_0001930"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Modified Live Virus Vaccine (USDA: 1171.30)"	"Class"
"VO_0001931"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Modified Live Virus Vaccine-Campylobacter Fetus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4560.24)"	"Class"
"VO_0001932"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Modified Live Virus Vaccine-Campylobacter Fetus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4560.25)"	"Class"
"VO_0001933"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Modified Live Virus Vaccine-Haemophilus somnus-Campylobacter Fetus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4489.30)"	"Class"
"VO_0001934"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Modified Live Virus Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4439.00)"	"Class"
"VO_0001935"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Modified Live Virus Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4439.20)"	"Class"
"VO_0001936"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Modified Live Virus Vaccine-Leptospira Grippotyphosa-Hardjo-Pomona Bacterin (USDA: 4479.00)"	"Class"
"VO_0001937"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Modified Live Virus Vaccine-Leptospira Pomona Bacterin (USDA: 4509.00)"	"Class"
"VO_0001938"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Killed Virus Vaccine-Mannheimia Haemolytica Bacterin (USDA: 44A5.20)"	"Class"
"VO_0001939"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine (USDA: 1181.00)"	"Class"
"VO_0001940"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine (USDA: 1181.20)"	"Class"
"VO_0001941"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine (USDA: 1181.21)"	"Class"
"VO_0001942"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine (USDA: 1181.22)"	"Class"
"VO_0001943"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine (USDA: 1181.23)"	"Class"
"VO_0001944"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine (USDA: 1181.24)"	"Class"
"VO_0001945"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine (USDA: 1181.25)"	"Class"
"VO_0001946"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine (USDA: 1181.26)"	"Class"
"VO_0001947"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine (USDA: 1181.28)"	"Class"
"VO_0001948"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine (USDA: 1181.30)"	"Class"
"VO_0001949"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Killed Virus Vaccine (USDA: 1185.20)"	"Class"
"VO_0001950"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Killed Virus Vaccine (USDA: 1185.22)"	"Class"
"VO_0001951"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Killed Virus Vaccine-Campylobacter Fetus-Haemophilus somnus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 44M5.20)"	"Class"
"VO_0001952"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Killed Virus Vaccine-Campylobacter Fetus-Haemophilus somnus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 44M5.22)"	"Class"
"VO_0001953"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Killed Virus Vaccine-Campylobacter Fetus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 44B5.20)"	"Class"
"VO_0001954"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Killed Virus Vaccine-Campylobacter Fetus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 44B6.20)"	"Class"
"VO_0001955"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Killed Virus Vaccine-Campylobacter Fetus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 44B6.21)"	"Class"
"VO_0001956"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Killed Virus Vaccine-Haemophilus somnus Bacterin (USDA: 44C5.20)"	"Class"
"VO_0001957"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Killed Virus Vaccine-Haemophilus somnus Bacterin (USDA: 44C7.20)"	"Class"
"VO_0001958"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Killed Virus Vaccine-Haemophilus somnus Bacterin (USDA: 44D5.20)"	"Class"
"VO_0001959"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Killed Virus Vaccine-Haemophilus somnus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 44D7.20)"	"Class"
"VO_0001960"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Killed Virus Vaccine-Haemophilus somnus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 44D7.22)"	"Class"
"VO_0001961"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Killed Virus Vaccine-Haemophilus somnus-Mannheimia Haemolytica Bacterin (USDA: 4477.20)"	"Class"
"VO_0001962"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Killed Virus Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4465.20)"	"Class"
"VO_0001963"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Killed Virus Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4465.21)"	"Class"
"VO_0001964"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Killed Virus Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4465.22)"	"Class"
"VO_0001965"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Killed Virus Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4466.20)"	"Class"
"VO_0001966"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Killed Virus Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4466.21)"	"Class"
"VO_0001967"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Killed Virus Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona-Mannheimia Haemolytica Bacterin (USDA: 4475.20)"	"Class"
"VO_0001968"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live & Killed Virus Vaccine (USDA: 1187.20)"	"Class"
"VO_0001969"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live & Killed Virus Vaccine (USDA: 1187.21)"	"Class"
"VO_0001970"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live & Killed Virus Vaccine (USDA: 1187.22)"	"Class"
"VO_0001971"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live & Killed Virus Vaccine (USDA: 1187.25)"	"Class"
"VO_0001972"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live & Killed Virus Vaccine (USDA: 1189.00)"	"Class"
"VO_0001973"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live & Killed Virus Vaccine (USDA: 1189.21)"	"Class"
"VO_0001974"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live & Killed Virus Vaccine (USDA: 1189.30)"	"Class"
"VO_0001975"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live & Killed Virus Vaccine-Campylobacter Fetus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 44B9.21)"	"Class"
"VO_0001976"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live & Killed Virus Vaccine-Campylobacter Fetus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 44B9.22)"	"Class"
"VO_0001977"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live & Killed Virus Vaccine-Haemophilus somnus Bacterin (USDA: 44F9.20)"	"Class"
"VO_0001978"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live & Killed Virus Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4469.20)"	"Class"
"VO_0001979"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live & Killed Virus Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4469.22)"	"Class"
"VO_0001980"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live & Killed Virus Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4469.25)"	"Class"
"VO_0001981"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live & Killed Virus Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4469.30)"	"Class"
"VO_0001982"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Campylobacter Fetus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 44B1.20)"	"Class"
"VO_0001983"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Campylobacter Fetus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 44B1.22)"	"Class"
"VO_0001984"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Campylobacter Fetus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 44B1.23)"	"Class"
"VO_0001985"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Campylobacter Fetus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 44B1.25)"	"Class"
"VO_0001986"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Haemophilus somnus Bacterin (USDA: 44C9.20)"	"Class"
"VO_0001987"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Haemophilus somnus Bacterin (USDA: 44C9.21)"	"Class"
"VO_0001988"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Haemophilus somnus Bacterin (USDA: 44C9.23)"	"Class"
"VO_0001989"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Haemophilus somnus Bacterin (USDA: 44C9.24)"	"Class"
"VO_0001990"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Haemophilus somnus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 44D9.20)"	"Class"
"VO_0001991"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Haemophilus somnus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 44D9.21)"	"Class"
"VO_0001992"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Haemophilus somnus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 44D9.23)"	"Class"
"VO_0001993"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Haemophilus somnus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 44D9.24)"	"Class"
"VO_0001994"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4461.20)"	"Class"
"VO_0001995"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4461.21)"	"Class"
"VO_0001996"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4461.22)"	"Class"
"VO_0001997"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4461.25)"	"Class"
"VO_0001998"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4469.00)"	"Class"
"VO_0001999"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4469.01)"	"Class"
"VO_0002000"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4469.23)"	"Class"
"VO_0002001"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4469.24)"	"Class"
"VO_0002002"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4469.26)"	"Class"
"VO_0002003"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Leptospira Hardjo Bacterin (USDA: 4L49.20)"	"Class"
"VO_0002004"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Mannheimia Haemolytica Toxoid (USDA: 4X49.20)"	"Class"
"VO_0002005"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Mannheimia Haemolytica Toxoid (USDA: 4X49.21)"	"Class"
"VO_0002006"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Mannheimia Haemolytica-Pasteurella Multocida Bacterin-Toxoid (USDA: 45B9.20)"	"Class"
"VO_0002007"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Mannheimia Haemolytica-Pasteurella Multocida Bacterin-Toxoid (USDA: 45B9.21)"	"Class"
"VO_0002008"	"Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus-Mannheimia Haemolytica-Pasteurella Multocida Modified Live Virus, Avirulent Live Culture Vaccine (USDA: 11A8.22)"	"Class"
"VO_0002009"	"Bovine Rhinotracheitis-Virus Diarrhea-Respiratory Syncytial Virus Killed Virus Vaccine (USDA: 11A5.20)"	"Class"
"VO_0002010"	"Bovine Rhinotracheitis-Virus Diarrhea-Respiratory Syncytial Virus Modified Live Virus Vaccine (USDA: 11A1.20)"	"Class"
"VO_0002011"	"Bovine Rhinotracheitis-Virus Diarrhea-Respiratory Syncytial Virus Modified Live Virus Vaccine (USDA: 11A1.26)"	"Class"
"VO_0002012"	"Bovine Rhinotracheitis-Virus Diarrhea-Respiratory Syncytial Virus Modified Live Virus Vaccine (USDA: 11A1.30)"	"Class"
"VO_0002013"	"Bovine Rhinotracheitis-Virus Diarrhea-Respiratory Syncytial Virus Modified Live Virus Vaccine-Leptospira Pomona Bacterin (USDA: 4367.20)"	"Class"
"VO_0002014"	"Bovine Rhinotracheitis-Virus Diarrhea-Respiratory Syncytial Virus Modified Live Virus Vaccine-Leptospira Pomona Bacterin (USDA: 4367.26)"	"Class"
"VO_0002015"	"Bovine Rhinotracheitis-Virus Diarrhea-Respiratory Syncytial Virus Modified Live Virus Vaccine-Leptospira Pomona Bacterin (USDA: 4367.30)"	"Class"
"VO_0002016"	"Bovine Rotavirus-Coronavirus Modified Killed Virus Vaccine (USDA: 1935.20)"	"Class"
"VO_0002017"	"Bovine Rotavirus-Coronavirus Modified Live Virus Vaccine (USDA: 1931.20)"	"Class"
"VO_0002018"	"Bovine Rotavirus-Coronavirus Killed Virus Vaccine-Clostridium Perfringens Type C-Escherichia Coli Bacterin-Toxoid (USDA: 4570.20)"	"Class"
"VO_0002019"	"Bovine Rotavirus-Coronavirus Killed Virus Vaccine-Clostridium Perfringens Type C-Escherichia Coli Bacterin-Toxoid (USDA: 4570.22)"	"Class"
"VO_0002020"	"Bovine Rotavirus-Coronavirus Killed Virus Vaccine-Clostridium Perfringens Types C & D-Escherichia Coli Bacterin-Toxoid (USDA: 4575.20)"	"Class"
"VO_0002021"	"Bovine Rotavirus-Coronavirus Killed Virus Vaccine-Escherichia Coli Bacterin (USDA: 4585.20)"	"Class"
"VO_0002022"	"Bovine Rotavirus-Coronavirus Killed Virus Vaccine-Escherichia Coli Bacterin (USDA: 4585.22)"	"Class"
"VO_0002023"	"Bovine Virus Diarrhea Killed Virus Vaccine-Campylobacter Fetus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 45B5.21)"	"Class"
"VO_0002024"	"Bovine Virus Diarrhea Killed Virus Vaccine-Haemophilus somnus-Mannheimia Haemolytica-Pasteurella Multocida Bacterin-Toxoid (USDA: 4C95.20)"	"Class"
"VO_0002025"	"Bovine Virus Diarrhea Killed Virus Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4595.21)"	"Class"
"VO_0002026"	"Bovine Virus Diarrhea Killed Virus Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4595.25)"	"Class"
"VO_0002027"	"Bovine Virus Diarrhea Modified Live Virus Vaccine-Leptospira Pomona Bacterin (USDA: 4599.00)"	"Class"
"VO_0002028"	"Bovine Virus Diarrhea-Respiratory Syncytial Virus Killed Virus Vaccine (USDA: 12A5.20)"	"Class"
"VO_0002029"	"Mannheimia Haemolytica-Pasteurella Multocida Avirulent Live Culture Vaccine (USDA: 1861.01)"	"Class"
"VO_0002030"	"Avian Encephalomyelitis-Fowl Pox-Mycoplasma Gallisepticum Live Fowl Pox Vector, Live Virus Vaccine (USDA:1D61.R0)"	"Class"
"VO_0002031"	"Bursal Disease-Marek's Disease Variant, Serotypes 2 & 3, Live Virus Vaccine (USDA: )"	"Class"
"VO_0002032"	"Avian Influenza-Fowl Pox H5 Subtype, Live Fowl Pox Vector Vaccine (USDA: 1061.R0)"	"Class"
"VO_0002033"	"Avian Encephalomyelitis-Fowl Pox Live Virus Vaccine (USDA: 10M1.10 )"	"Class"
"VO_0002034"	"Avian Encephalomyelitis-Fowl Pox Live Virus Vaccine (USDA: 10M1.11)"	"Class"
"VO_0002035"	"Avian Encephalomyelitis-Fowl Pox Live Virus Vaccine (USDA: 10M1.13)"	"Class"
"VO_0002036"	"Avian Encephalomyelitis-Fowl Pox Live Virus Vaccine (USDA: 10M1.14)"	"Class"
"VO_0002037"	"Avian Encephalomyelitis-Fowl Pox Live Virus Vaccine (USDA: 10M1.40)"	"Class"
"VO_0002038"	"Avian Encephalomyelitis-Fowl Pox-Laryngotracheitis Live Virus, Live Fowl Pox Vector Vaccine (USDA: 10S1.R0)"	"Class"
"VO_0002039"	"Avian Encephalomyelitis-Chicken Anemia Virus-Fowl Pox C155Live and Modified Live C212Virus Vaccine (USDA: 10T1.40)+C433"	"Class"
"VO_0002040"	"Bursal Disease-Marek's Disease Serotypes 1 & 2 & 3, Live Virus, Live Marek's Disease Vector Vaccine (USDA: 1281.R0)"	"Class"
"VO_0002041"	"Bursal Disease-Marek's Disease Serotypes 1 & 3, Live Virus, Live Marek's Disease Vector Vaccine (USDA: 1281.R1)"	"Class"
"VO_0002042"	"Bursal Disease-Marek's Disease Variant, Serotype 3, Live Virus Vaccine (USDA: 1282.50)"	"Class"
"VO_0002043"	"Bursal Disease-Marek's Disease Serotype 3, Live Virus Vaccine (USDA: 1288.42)"	"Class"
"VO_0002044"	"Bursal Disease-Marek's Disease Serotypes 2 & 3, Live Virus Vaccine (USDA: 1288.43)"	"Class"
"VO_0002045"	"Bursal Disease-Marek's Disease Serotypes 2 & 3, Live Virus Vaccine (USDA: 1288.44)"	"Class"
"VO_0002046"	"Bursal Disease-Marek's Disease Serotypes 2 & 3, Live Virus Vaccine (USDA: 1288.45)"	"Class"
"VO_0002047"	"Bursal Disease-Marek's Disease Serotype 3, Live Virus Vaccine (USDA: 1288.4A)"	"Class"
"VO_0002048"	"Bursal Disease-Marek's Disease Variant, Serotypes 2 & 3, Live Virus Vaccine (USDA: 12C2.50)"	"Class"
"VO_0002049"	"Bursal Disease-Marek's Disease Variant, Serotypes 2 & 3, Live Virus Vaccine (USDA: 12C2.51)"	"Class"
"VO_0002050"	"Bursal Disease-Marek's Disease Variant Strain, Serotypes 2 & 3, Live Virus Vaccine (USDA: 12C2.52)"	"Class"
"VO_0002051"	"Bursal Disease-Marek's Disease Standard & Variant, Serotype 3, Live Virus Vaccine (USDA: 12C8.40)"	"Class"
"VO_0002052"	"Bursal Disease-Marek's Disease Standard & Variant, Serotypes 2 & 3, Live Virus Vaccine (USDA: 12C8.42)"	"Class"
"VO_0002053"	"Bursal Disease-Marek's Disease Standard & Variant, Serotype 3, Live Virus Vaccine (USDA: 12C8.43)"	"Class"
"VO_0002054"	"Bursal Disease-Marek's Disease Standard & Variant, Serotypes 2 & 3, Live Virus Vaccine (USDA: 12C8.44)"	"Class"
"VO_0002055"	"Bursal Disease-Reovirus Standard & Variant, Killed Virus Vaccine (USDA: 12D5.01)"	"Class"
"VO_0002056"	"Bursal Disease-Reovirus Killed Virus Vaccine (USDA: 12D5.02)"	"Class"
"VO_0002057"	"Bursal Disease-Reovirus Standard & Variant, Killed Virus Vaccine (USDA: 12D5.03)"	"Class"
"VO_0002058"	"Bursal Disease-Reovirus Standard & Variant, Killed Virus Vaccine (USDA: 12D5.04)"	"Class"
"VO_0002059"	"Bursal Disease-Reovirus Standard & Variant, Killed Virus Vaccine (USDA: 12D5.30)"	"Class"
"VO_0002060"	"Bursal Disease-Newcastle Disease-Bronchitis Standard & Variant, Mass & Ark Types, Killed Virus Vaccine (USDA: 12D5.45)"	"Class"
"VO_0002061"	"Bursal Disease-Reovirus Standard & Variant, Killed Virus Vaccine (USDA: 12D5.E0)"	"Class"
"VO_0002062"	"Bursal Disease-Reovirus Standard & Variant, Killed Virus Vaccine (USDA: 12D5.F0)"	"Class"
"VO_0002063"	"Bursal Disease-Reovirus Standard & Variant, Killed Virus Vaccine (USDA: 12D5.F1)"	"Class"
"VO_0002064"	"Bursal Disease-Reovirus Standard & Variant, Killed Virus Vaccine (USDA: 12D5.T0)"	"Class"
