ID,vaccine_label_in-VO,VIOLIN vaccine ID,violin_link,c_vaccine_name,pathogen,name different,Comment
VO:0001780,Equine Rhinopneumonitis Killed Virus Vaccine (USDA: 1525.22),1744,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1744,Equine Rhinopneumonitis Killed Virus Vaccine (USDA: 1525.22),,NO,
VO:0001781,Equine Rhinopneumonitis Killed Virus Vaccine (USDA: 1525.24),1745,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1745,Equine Rhinopneumonitis Killed Virus Vaccine (USDA: 1525.24),,NO,
VO:0001782,Equine Rhinopneumonitis Modified Live Virus Vaccine (USDA: 1521.20),1741,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1741,Equine Rhinopneumonitis Modified Live Virus Vaccine (USDA: 1521.20),,NO,
VO:0001783,Equine Rotavirus Killed Virus Vaccine (USDA: 1E15.20),1756,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1756,Equine Rotavirus Killed Virus Vaccine (USDA: 1E15.20),,NO,
VO:0001784,Streptococcus Equi Live Culture Vaccine (USDA: 1831.00),2127,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2127,Streptococcus Equi Live Culture Vaccine (USDA: 1831.00),,NO,
VO:0001786,Chlamydia Psittaci Killed Chlamydia Vaccine (USDA: 1585.20),1701,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1701,Chlamydia Psittaci Killed Chlamydia Vaccine (USDA: 1585.20),,NO,
VO:0001787,Chlamydia Psittaci Modified Live Chlamydia Vaccine (USDA: 1581.20),1700,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1700,Chlamydia Psittaci Modified Live Chlamydia Vaccine (USDA: 1581.20),,NO,
VO:0001788,Pacheco's Disease Killed Virus Vaccine (USDA: 18C5.00),2076,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2076,Pacheco's Disease Killed Virus Vaccine (USDA: 18C5.00),,NO,
VO:0001789,Erysipelothrix Rhusiopathiae Avirulent Live Culture Vaccine (USDA: 1541.00),1757,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1757,Erysipelothrix Rhusiopathiae Avirulent Live Culture Vaccine (USDA: 1541.00),,NO,
VO:0001790,Erysipelothrix Rhusiopathiae Avirulent Live Culture Vaccine (USDA: 1541.01),1758,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1758,Erysipelothrix Rhusiopathiae Avirulent Live Culture Vaccine (USDA: 1541.01),,NO,
VO:0001791,Erysipelothrix Rhusiopathiae Avirulent Live Culture Vaccine (USDA: 1541.02),1759,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1759,Erysipelothrix Rhusiopathiae Avirulent Live Culture Vaccine (USDA: 1541.02),,NO,
VO:0001792,Erysipelothrix Rhusiopathiae Avirulent Live Culture Vaccine (USDA: 1541.03),1760,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1760,Erysipelothrix Rhusiopathiae Avirulent Live Culture Vaccine (USDA: 1541.03),,NO,
VO:0001793,Erysipelothrix Rhusiopathiae Avirulent Live Culture Vaccine (USDA: 1541.04),1761,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1761,Erysipelothrix Rhusiopathiae Avirulent Live Culture Vaccine (USDA: 1541.04),,NO,
VO:0001794,Haemophilus Parasuis Avirulent Live Culture Vaccine (USDA: 19J1.00),1927,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1927,Haemophilus Parasuis Avirulent Live Culture Vaccine (USDA: 19J1.00),,NO,
VO:0001795,Lawsonia Intracellularis Avirulent Live Culture Vaccine (USDA: 10L1.00),1929,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1929,Lawsonia Intracellularis Avirulent Live Culture Vaccine (USDA: 10L1.00),,NO,
VO:0001796,Lawsonia Intracellularis Avirulent Live Culture Vaccine (USDA: 10L1.01),1930,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1930,Lawsonia Intracellularis Avirulent Live Culture Vaccine (USDA: 10L1.01),,NO,
VO:0001797,Lawsonia Intracellularis Avirulent Live Culture Vaccine (USDA: 10L1.02),1931,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1931,Lawsonia Intracellularis Avirulent Live Culture Vaccine (USDA: 10L1.02),,NO,
VO:0001798,"Porcine Circovirus Type 2, Killed Virus Vaccine (USDA: 19K5.20)",2095,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2095,"Porcine Circovirus Type 2, Killed Virus Vaccine (USDA: 19K5.20)",,NO,
VO:0001799,"Porcine Reproductive & Respiratory Syndrome Reproductive & Respiratory Form, Modified Live Virus Vaccine (USDA: 19T1.20)",2102,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2102,"Porcine Reproductive & Respiratory Syndrome Reproductive & Respiratory Form, Modified Live Virus Vaccine (USDA: 19T1.20)",,NO,
VO:0001800,"Porcine Reproductive & Respiratory Syndrome Reproductive & Respiratory Form, Modified Live Virus Vaccine (USDA: 19T1.21)",2103,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2103,"Porcine Reproductive & Respiratory Syndrome Reproductive & Respiratory Form, Modified Live Virus Vaccine (USDA: 19T1.21)",,NO,
VO:0001801,"Porcine Reproductive & Respiratory Syndrome Reproductive Form, Killed Virus Vaccine (USDA: 19S5.20)",2101,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2101,"Porcine Reproductive & Respiratory Syndrome Reproductive Form, Killed Virus Vaccine (USDA: 19S5.20)",,NO,
VO:0001802,"Porcine Reproductive & Respiratory Syndrome Reproductive Form, Modified Live Virus Vaccine (USDA: 19Q1.20)",2098,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2098,"Porcine Reproductive & Respiratory Syndrome Reproductive Form, Modified Live Virus Vaccine (USDA: 19Q1.20)",,NO,
VO:0001803,"Porcine Reproductive & Respiratory Syndrome Respiratory Form, Modified Live Virus Vaccine (USDA: 19S1.20)",2099,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2099,"Porcine Reproductive & Respiratory Syndrome Respiratory Form, Modified Live Virus Vaccine (USDA: 19S1.20)",,NO,
VO:0001804,"Porcine Reproductive & Respiratory Syndrome Respiratory Form, Modified Live Virus Vaccine (USDA: 19S1.21)",2100,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2100,"Porcine Reproductive & Respiratory Syndrome Respiratory Form, Modified Live Virus Vaccine (USDA: 19S1.21)",,NO,
VO:0001805,Porcine Rotavirus Modified Live Virus Vaccine (USDA: 19E1.20),2104,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2104,Porcine Rotavirus Modified Live Virus Vaccine (USDA: 19E1.20),,NO,
VO:0001806,Pseudorabies Modified Live Virus Vaccine (USDA: 1891.20),2107,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2107,Pseudorabies Modified Live Virus Vaccine (USDA: 1891.20),,NO,
VO:0001807,Pseudorabies Modified Live Virus Vaccine (USDA: 1891.22),2108,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2108,Pseudorabies Modified Live Virus Vaccine (USDA: 1891.22),,NO,
VO:0001808,Pseudorabies Modified Live Virus Vaccine (USDA: 1891.R2),2109,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2109,Pseudorabies Modified Live Virus Vaccine (USDA: 1891.R2),,NO,
VO:0001809,Pseudorabies Modified Live Virus Vaccine (USDA: 1891.R4),2110,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2110,Pseudorabies Modified Live Virus Vaccine (USDA: 1891.R4),,NO,
VO:0001810,"swine influenza pH1N1, killed virus vaccine (USDA: 19A5.2P)",2134,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2134,"Swine Influenza pH1N1, Killed Virus Vaccine (USDA: 19A5.2P)",,NO,
VO:0001811,Transmissible Gastroenteritis Modified Live Virus Vaccine (USDA: 1961.20),2142,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2142,Transmissible Gastroenteritis Modified Live Virus Vaccine (USDA: 1961.20),,NO,
VO:0001812,West Nile Virus Killed Virus Vaccine (USDA: 1995.20),2147,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2147,West Nile Virus Killed Virus Vaccine (USDA: 1995.20),,NO,
VO:0001813,West Nile Virus Killed Virus Vaccine (USDA: 1995.22),2148,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2148,West Nile Virus Killed Virus Vaccine (USDA: 1995.22),,NO,
VO:0001814,West Nile Virus Live Canarypox Vector Vaccine (USDA: 1991.R0),2145,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2145,West Nile Virus Live Canarypox Vector Vaccine (USDA: 1991.R0),,NO,
VO:0001815,West Nile Virus Live Flavivirus Chimera Vaccine (USDA: 1991.R1),2146,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2146,West Nile Virus Live Flavivirus Chimera Vaccine (USDA: 1991.R1),,NO,
VO:0001816,Bluetongue Modified Live Virus Vaccine (USDA: 1061.00),1170,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1170,Bluetongue Modified Live Virus Vaccine (USDA: 1061.00),,NO,
VO:0001817,Afluria Quadrivalent,5554,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=5554,Afluria Quadrivalent,,NO,
VO:0001820,Bordetella Avium Avirulent Live Culture Vaccine (USDA: 1021.01),1171,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1171,Bordetella Avium Avirulent Live Culture Vaccine (USDA: 1021.01),,NO,
VO:0001821,Escherichia coli avirulent live culture vaccine (USDA: 1551.02),1762,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1762,Escherichia Coli Avirulent Live Culture Vaccine (USDA: 1551.02),,NO,
VO:0001822,Escherichia coli avirulent live culture vaccine (USDA: 15R1.00),1764,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1764,Escherichia Coli Avirulent Live Culture Vaccine (USDA: 15R1.00),,NO,
VO:0001823,Escherichia coli live culture vaccine (USDA: 1551.R0),1763,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1763,Escherichia Coli Live Culture Vaccine (USDA: 1551.R0),,NO,
VO:0001824,Hemorrhagic Enteritis Live Virus Vaccine (USDA: 17E1.20),1928,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1928,Hemorrhagic Enteritis Live Virus Vaccine (USDA: 17E1.20),,NO,
VO:0001825,"Porcine Circovirus Type 2, Killed Baculovirus Vector Vaccine (USDA: 19K5.R0)",2096,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2096,"Porcine Circovirus Type 2, Killed Baculovirus Vector Vaccine (USDA: 19K5.R0)",,NO,
VO:0001826,"Swine Influenza H1N1 & H3N2, Killed Virus Vaccine (USDA: 19A5.12)",2128,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2128,"Swine Influenza H1N1 & H3N2, Killed Virus Vaccine (USDA: 19A5.12)",,NO,
VO:0001827,"Swine Influenza H1N1 & H3N2, Killed Virus Vaccine (USDA: 19A5.22)",2129,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2129,"Swine Influenza H1N1 & H3N2, Killed Virus Vaccine (USDA: 19A5.22)",,NO,
VO:0001828,"Swine Influenza H1N1 & H3N2, Killed Virus Vaccine (USDA: 19A5.23)",2130,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2130,"Swine Influenza H1N1 & H3N2, Killed Virus Vaccine (USDA: 19A5.23)",,NO,
VO:0001829,"Swine Influenza H1N1 & H3N2, Killed Virus Vaccine (USDA: 19A5.24)",2131,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2131,"Swine Influenza H1N1 & H3N2, Killed Virus Vaccine (USDA: 19A5.24)",,NO,
VO:0001830,"Swine Influenza H1N1 & H3N2, Killed Virus Vaccine (USDA: 19A5.26)",2132,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2132,"Swine Influenza H1N1 & H3N2, Killed Virus Vaccine (USDA: 19A5.26)",,NO,
VO:0001831,"Swine Influenza H1N1 & H3N2, Killed Virus Vaccine (USDA: 19A5.29)",2133,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2133,"Swine Influenza H1N1 & H3N2, Killed Virus Vaccine (USDA: 19A5.29)",,NO,
VO:0001832,Mink Distemper-Enteritis Modified Live & Killed Virus Vaccine (USDA: 1679.31),1970,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1970,Mink Distemper-Enteritis Modified Live & Killed Virus Vaccine (USDA: 1679.31),,NO,
VO:0001832,Mink Distemper-Enteritis Modified Live & Killed Virus Vaccine (USDA: 1679.31),1971,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1971,Mink Distemper-Enteritis Modified Live & Killed Virus Vaccine (USDA: 1679.31),,NO,
VO:0001833,Mink Distemper-Enteritis Modified Live & Killed Virus Vaccine-Clostridium Botulinum Type C Bacterin-Toxoid (USDA: 4929.31),2884,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2884,Mink Distemper-Enteritis Modified Live & Killed Virus Vaccine-Clostridium Botulinum Type C Bacterin-Toxoid (USDA: 4929.31),,NO,
VO:0001833,Mink Distemper-Enteritis Modified Live & Killed Virus Vaccine-Clostridium Botulinum Type C Bacterin-Toxoid (USDA: 4929.31),2886,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2886,Mink Distemper-Enteritis Modified Live & Killed Virus Vaccine-Clostridium Botulinum Type C Bacterin-Toxoid (USDA: 4929.31),,NO,
VO:0001833,Mink Distemper-Enteritis Modified Live & Killed Virus Vaccine-Clostridium Botulinum Type C Bacterin-Toxoid (USDA: 4929.31),2885,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2885,Mink Distemper-Enteritis Modified Live & Killed Virus Vaccine-Clostridium Botulinum Type C Bacterin-Toxoid (USDA: 4929.31),,NO,
VO:0001834,Mink Distemper-Enteritis Modified Live & Killed Virus Vaccine-Clostridium botulinum Type C-Pseudomonas aeruginosa Bacterin-Toxoid (USDA: 4949.20),2887,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2887,Mink Distemper-Enteritis Modified Live & Killed Virus Vaccine-Clostridium Botulinum Type C-Pseudomonas Aeruginosa Bacterin-Toxoid (USDA: 4949.20),,NO,
VO:0001834,Mink Distemper-Enteritis Modified Live & Killed Virus Vaccine-Clostridium botulinum Type C-Pseudomonas aeruginosa Bacterin-Toxoid (USDA: 4949.20),2889,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2889,Mink Distemper-Enteritis Modified Live & Killed Virus Vaccine-Clostridium Botulinum Type C-Pseudomonas Aeruginosa Bacterin-Toxoid (USDA: 4949.20),,NO,
VO:0001834,Mink Distemper-Enteritis Modified Live & Killed Virus Vaccine-Clostridium botulinum Type C-Pseudomonas aeruginosa Bacterin-Toxoid (USDA: 4949.20),2888,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2888,Mink Distemper-Enteritis Modified Live & Killed Virus Vaccine-Clostridium Botulinum Type C-Pseudomonas Aeruginosa Bacterin-Toxoid (USDA: 4949.20),,NO,
VO:0001834,Mink Distemper-Enteritis Modified Live & Killed Virus Vaccine-Clostridium botulinum Type C-Pseudomonas aeruginosa Bacterin-Toxoid (USDA: 4949.20),2890,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2890,Mink Distemper-Enteritis Modified Live & Killed Virus Vaccine-Clostridium Botulinum Type C-Pseudomonas Aeruginosa Bacterin-Toxoid (USDA: 4949.20),,NO,
VO:0001835,Mink Distemper-Enteritis Modified Live & Killed Virus Vaccine-Clostridium botulinum Type C-Pseudomonas aeruginosa Bacterin-Toxoid (USDA: 4949.31),2891,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2891,Mink Distemper-Enteritis Modified Live & Killed Virus Vaccine-Clostridium Botulinum Type C-Pseudomonas Aeruginosa Bacterin-Toxoid (USDA: 4949.31),,NO,
VO:0001835,Mink Distemper-Enteritis Modified Live & Killed Virus Vaccine-Clostridium botulinum Type C-Pseudomonas aeruginosa Bacterin-Toxoid (USDA: 4949.31),2893,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2893,Mink Distemper-Enteritis Modified Live & Killed Virus Vaccine-Clostridium Botulinum Type C-Pseudomonas Aeruginosa Bacterin-Toxoid (USDA: 4949.31),,NO,
VO:0001835,Mink Distemper-Enteritis Modified Live & Killed Virus Vaccine-Clostridium botulinum Type C-Pseudomonas aeruginosa Bacterin-Toxoid (USDA: 4949.31),2892,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2892,Mink Distemper-Enteritis Modified Live & Killed Virus Vaccine-Clostridium Botulinum Type C-Pseudomonas Aeruginosa Bacterin-Toxoid (USDA: 4949.31),,NO,
VO:0001835,Mink Distemper-Enteritis Modified Live & Killed Virus Vaccine-Clostridium botulinum Type C-Pseudomonas aeruginosa Bacterin-Toxoid (USDA: 4949.31),2894,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2894,Mink Distemper-Enteritis Modified Live & Killed Virus Vaccine-Clostridium Botulinum Type C-Pseudomonas Aeruginosa Bacterin-Toxoid (USDA: 4949.31),,NO,
VO:0001836,Mink Distemper-Enteritis Modified Live Virus & Killed Virus Vaccine-Clostridium botulinum Type C Bacterin-Toxoid (USDA: 4929.20),2881,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2881,Mink Distemper-Enteritis Modified Live Virus & Killed Virus Vaccine-Clostridium Botulinum Type C Bacterin-Toxoid (USDA: 4929.20),,NO,
VO:0001836,Mink Distemper-Enteritis Modified Live Virus & Killed Virus Vaccine-Clostridium botulinum Type C Bacterin-Toxoid (USDA: 4929.20),2883,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2883,Mink Distemper-Enteritis Modified Live Virus & Killed Virus Vaccine-Clostridium Botulinum Type C Bacterin-Toxoid (USDA: 4929.20),,NO,
VO:0001836,Mink Distemper-Enteritis Modified Live Virus & Killed Virus Vaccine-Clostridium botulinum Type C Bacterin-Toxoid (USDA: 4929.20),2882,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2882,Mink Distemper-Enteritis Modified Live Virus & Killed Virus Vaccine-Clostridium Botulinum Type C Bacterin-Toxoid (USDA: 4929.20),,NO,
VO:0001837,Mink Enteritis Killed Virus Vaccine-Clostridium botulinum Type C Bacterin-Toxoid (USDA: 4955.20),2896,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2896,Mink Enteritis Killed Virus Vaccine-Clostridium Botulinum Type C Bacterin-Toxoid (USDA: 4955.20),,NO,
VO:0001837,Mink Enteritis Killed Virus Vaccine-Clostridium botulinum Type C Bacterin-Toxoid (USDA: 4955.20),2895,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2895,Mink Enteritis Killed Virus Vaccine-Clostridium Botulinum Type C Bacterin-Toxoid (USDA: 4955.20),,NO,
VO:0001838,Mink Enteritis Killed Virus Vaccine-Clostridium botulinum Type C Bacterin-Toxoid (USDA: 4955.21),2898,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2898,Mink Enteritis Killed Virus Vaccine-Clostridium Botulinum Type C Bacterin-Toxoid (USDA: 4955.21),,NO,
VO:0001838,Mink Enteritis Killed Virus Vaccine-Clostridium botulinum Type C Bacterin-Toxoid (USDA: 4955.21),2897,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2897,Mink Enteritis Killed Virus Vaccine-Clostridium Botulinum Type C Bacterin-Toxoid (USDA: 4955.21),,NO,
VO:0001839,Mink Enteritis Killed Virus Vaccine-Clostridium botulinum Type C-Pseudomonas aeruginosa Bacterin-Toxoid (USDA: 49A5.20),2900,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2900,Mink Enteritis Killed Virus Vaccine-Clostridium Botulinum Type C-Pseudomonas Aeruginosa Bacterin-Toxoid (USDA: 49A5.20),,NO,
VO:0001839,Mink Enteritis Killed Virus Vaccine-Clostridium botulinum Type C-Pseudomonas aeruginosa Bacterin-Toxoid (USDA: 49A5.20),2899,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2899,Mink Enteritis Killed Virus Vaccine-Clostridium Botulinum Type C-Pseudomonas Aeruginosa Bacterin-Toxoid (USDA: 49A5.20),,NO,
VO:0001839,Mink Enteritis Killed Virus Vaccine-Clostridium botulinum Type C-Pseudomonas aeruginosa Bacterin-Toxoid (USDA: 49A5.20),2901,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2901,Mink Enteritis Killed Virus Vaccine-Clostridium Botulinum Type C-Pseudomonas Aeruginosa Bacterin-Toxoid (USDA: 49A5.20),,NO,
VO:0001840,Mink Enteritis Killed Virus Vaccine-Clostridium botulinum Type C-Pseudomonas aeruginosa Bacterin-Toxoid (USDA: 49A5.21),2903,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2903,Mink Enteritis Killed Virus Vaccine-Clostridium Botulinum Type C-Pseudomonas Aeruginosa Bacterin-Toxoid (USDA: 49A5.21),,NO,
VO:0001840,Mink Enteritis Killed Virus Vaccine-Clostridium botulinum Type C-Pseudomonas aeruginosa Bacterin-Toxoid (USDA: 49A5.21),2902,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2902,Mink Enteritis Killed Virus Vaccine-Clostridium Botulinum Type C-Pseudomonas Aeruginosa Bacterin-Toxoid (USDA: 49A5.21),,NO,
VO:0001840,Mink Enteritis Killed Virus Vaccine-Clostridium botulinum Type C-Pseudomonas aeruginosa Bacterin-Toxoid (USDA: 49A5.21),2904,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=2904,Mink Enteritis Killed Virus Vaccine-Clostridium Botulinum Type C-Pseudomonas Aeruginosa Bacterin-Toxoid (USDA: 49A5.21),,NO,
VO:0001841,Feline Immunodeficiency-Leukemia Virus Killed Virus Vaccine (USDA: 15D5.R0),1769,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1769,Feline Immunodeficiency-Leukemia Virus Killed Virus Vaccine (USDA: 15D5.R0),,NO,
VO:0001841,Feline Immunodeficiency-Leukemia Virus Killed Virus Vaccine (USDA: 15D5.R0),1770,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1770,Feline Immunodeficiency-Leukemia Virus Killed Virus Vaccine (USDA: 15D5.R0),,NO,
VO:0001842,"Feline Leukemia-Chlamydia Psittaci Killed Virus, Killed Chlamydia Vaccine (USDA: 1A69.20)",1778,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1778,"Feline Leukemia-Chlamydia Psittaci Killed Virus, Killed Chlamydia Vaccine (USDA: 1A69.20)",,NO,
VO:0001842,"Feline Leukemia-Chlamydia Psittaci Killed Virus, Killed Chlamydia Vaccine (USDA: 1A69.20)",1777,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1777,"Feline Leukemia-Chlamydia Psittaci Killed Virus, Killed Chlamydia Vaccine (USDA: 1A69.20)",,NO,
VO:0001843,Feline Leukemia-Rhinotracheitis-Calici-Panleukopenia Killed Virus Vaccine (USDA: 15B5.20),1781,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1781,Feline Leukemia-Rhinotracheitis-Calici-Panleukopenia Killed Virus Vaccine (USDA: 15B5.20),,NO,
VO:0001843,Feline Leukemia-Rhinotracheitis-Calici-Panleukopenia Killed Virus Vaccine (USDA: 15B5.20),1780,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1780,Feline Leukemia-Rhinotracheitis-Calici-Panleukopenia Killed Virus Vaccine (USDA: 15B5.20),,NO,
VO:0001843,Feline Leukemia-Rhinotracheitis-Calici-Panleukopenia Killed Virus Vaccine (USDA: 15B5.20),1779,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1779,Feline Leukemia-Rhinotracheitis-Calici-Panleukopenia Killed Virus Vaccine (USDA: 15B5.20),,NO,
VO:0001843,Feline Leukemia-Rhinotracheitis-Calici-Panleukopenia Killed Virus Vaccine (USDA: 15B5.20),1782,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1782,Feline Leukemia-Rhinotracheitis-Calici-Panleukopenia Killed Virus Vaccine (USDA: 15B5.20),,NO,
VO:0001844,Feline Leukemia-Rhinotracheitis-Calici-Panleukopenia Killed Virus Vaccine (USDA: 15B5.21),1785,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1785,Feline Leukemia-Rhinotracheitis-Calici-Panleukopenia Killed Virus Vaccine (USDA: 15B5.21),,NO,
VO:0001844,Feline Leukemia-Rhinotracheitis-Calici-Panleukopenia Killed Virus Vaccine (USDA: 15B5.21),1784,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1784,Feline Leukemia-Rhinotracheitis-Calici-Panleukopenia Killed Virus Vaccine (USDA: 15B5.21),,NO,
VO:0001844,Feline Leukemia-Rhinotracheitis-Calici-Panleukopenia Killed Virus Vaccine (USDA: 15B5.21),1783,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1783,Feline Leukemia-Rhinotracheitis-Calici-Panleukopenia Killed Virus Vaccine (USDA: 15B5.21),,NO,
VO:0001844,Feline Leukemia-Rhinotracheitis-Calici-Panleukopenia Killed Virus Vaccine (USDA: 15B5.21),1786,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1786,Feline Leukemia-Rhinotracheitis-Calici-Panleukopenia Killed Virus Vaccine (USDA: 15B5.21),,NO,
VO:0001845,Feline Leukemia-Rhinotracheitis-Calici-Panleukopenia Modified Live & Killed Virus Vaccine (USDA: 15B9.20),1789,VIOLIN: https://violinet.org/vaxquery/vaccine_detail.php?c_vaccine_id=1789,Feline Leukemia-Rhinotracheitis-Calici-Panleukopenia Modified Live & Killed Virus Vaccine (USDA: 15B9.20),,NO,
