ID,LABEL,inSubset,Parent,Parent (name),Equivalent Class,alternative label,term editor,Comment,immunizes host,immunizes against pathogen,has role,has component,has quality,has drug brand name,has drug dose form,has drug package,has drug supplier,has quantity,has component,has drug strength,JZ comment
VO:0016308,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Suspension [HBvaxPRO] Box of 1 by Orifarm Leverkus,vaccine,VO:0015926,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Suspension [HBvaxPRO] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,HBvaxPRO,injectable suspension,Box of 1,Orifarm Leverkus,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,
VO:0016309,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Suspension [HBvaxPRO] Box of 1 by Sanofi,vaccine,VO:0015926,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Suspension [HBvaxPRO] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,HBvaxPRO,injectable suspension,Box of 1,Sanofi,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,
VO:0016310,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Suspension [HBvaxPRO] Box of 10 by Emra-Med,vaccine,VO:0015927,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Suspension [HBvaxPRO] Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,HBvaxPRO,injectable suspension,Box of 10,Emra-Med,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,
VO:0016311,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Suspension [HBvaxPRO] Box of 10 by Merck,vaccine,VO:0015927,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Suspension [HBvaxPRO] Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,HBvaxPRO,injectable suspension,Box of 10,Merck,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,
VO:0016312,1 ML hepatitis B surface antigen vaccine 0.01 MG/ML Injectable Suspension [HBvaxPRO] Box of 10 by Organon,vaccine,VO:0015927,1 ML hepatitis B surface antigen vaccine 0.01 MG/ML Injectable Suspension [HBvaxPRO] Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,HBvaxPRO,injectable suspension,Box of 10,Organon,1 ML,hepatitis B surface antigen vaccine,0.01 MG/ML,
VO:0016313,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Suspension [HBvaxPRO] Box of 10 by Orifarm Leverkus,vaccine,VO:0015927,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Suspension [HBvaxPRO] Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,HBvaxPRO,injectable suspension,Box of 10,Orifarm Leverkus,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,
VO:0016314,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [Gen Vax] Box of 1 by Eurim-Pharm,vaccine,VO:0015930,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [Gen Vax] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,Gen Vax,prefilled syringe,Box of 1,Eurim-Pharm,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,
VO:0016315,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [Gen Vax] Box of 1 by Sanofi,vaccine,VO:0015930,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [Gen Vax] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,Gen Vax,prefilled syringe,Box of 1,Sanofi,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,
VO:0016316,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [Gen Vax] Box of 10 by Sanofi,vaccine,VO:0015931,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [Gen Vax] Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,Gen Vax,prefilled syringe,Box of 10,Sanofi,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,
VO:0016317,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [Gen Vax] Box of 20 by Sanofi,vaccine,VO:0015932,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [Gen Vax] Box of 20,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,Gen Vax,prefilled syringe,Box of 20,Sanofi,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,
VO:0016318,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [Gen Vax] Box of 3 by Eurim-Pharm,vaccine,VO:0015933,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [Gen Vax] Box of 3,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,Gen Vax,prefilled syringe,Box of 3,Eurim-Pharm,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,
VO:0016319,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [Gen Vax] Box of 3 by Sanofi,vaccine,VO:0015933,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [Gen Vax] Box of 3,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,Gen Vax,prefilled syringe,Box of 3,Sanofi,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,
VO:0016320,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [H B Vax] Box of 1 by Eurim-Pharm,vaccine,VO:0015934,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [H B Vax] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,H B Vax,prefilled syringe,Box of 1,Eurim-Pharm,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,
VO:0016321,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [H B Vax] Box of 1 by Kohlpharma,vaccine,VO:0015934,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [H B Vax] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,H B Vax,prefilled syringe,Box of 1,Kohlpharma,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,
VO:0016322,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [H B Vax] Box of 1 by Mtk,vaccine,VO:0015934,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [H B Vax] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,H B Vax,prefilled syringe,Box of 1,Mtk,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,
VO:0016323,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [H B Vax] Box of 10 by Kohlpharma,vaccine,VO:0015935,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [H B Vax] Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,H B Vax,prefilled syringe,Box of 10,Kohlpharma,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,
VO:0016324,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [H B Vax] Box of 20 by Mtk,vaccine,VO:0015936,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [H B Vax] Box of 20,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,H B Vax,prefilled syringe,Box of 20,Mtk,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,
VO:0016325,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [H B Vax] Box of 3 by Eurim-Pharm,vaccine,VO:0015937,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [H B Vax] Box of 3,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,H B Vax,prefilled syringe,Box of 3,Eurim-Pharm,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,
VO:0016326,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [H B Vax] Box of 3 by Kohlpharma,vaccine,VO:0015937,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [H B Vax] Box of 3,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,H B Vax,prefilled syringe,Box of 3,Kohlpharma,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,
VO:0016327,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [H B Vax] Box of 3 by Mtk,vaccine,VO:0015937,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [H B Vax] Box of 3,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,H B Vax,prefilled syringe,Box of 3,Mtk,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,
VO:0016328,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 1 by Aca Mueller,vaccine,VO:0015938,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,HBvaxPRO,prefilled syringe,Box of 1,Aca Mueller,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,
VO:0016329,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 1 by Axicorp,vaccine,VO:0015938,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,HBvaxPRO,prefilled syringe,Box of 1,Axicorp,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,
VO:0016330,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 1 by Cc,vaccine,VO:0015938,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,HBvaxPRO,prefilled syringe,Box of 1,Cc,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,
VO:0016331,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 1 by Emra-Med,vaccine,VO:0015938,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,HBvaxPRO,prefilled syringe,Box of 1,Emra-Med,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,
VO:0016332,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 1 by Eurim-Pharm,vaccine,VO:0015938,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,HBvaxPRO,prefilled syringe,Box of 1,Eurim-Pharm,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,
VO:0016333,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 1 by Europharma,vaccine,VO:0015938,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,HBvaxPRO,prefilled syringe,Box of 1,Europharma,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,
VO:0016334,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 1 by Gerke,vaccine,VO:0015938,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,HBvaxPRO,prefilled syringe,Box of 1,Gerke,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,
VO:0016335,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 1 by Kohlpharma,vaccine,VO:0015938,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,HBvaxPRO,prefilled syringe,Box of 1,Kohlpharma,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,
VO:0016336,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 1 by Orifarm Leverkus,vaccine,VO:0015938,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,HBvaxPRO,prefilled syringe,Box of 1,Orifarm Leverkus,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,
VO:0016337,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 1 by Sanofi,vaccine,VO:0015938,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,HBvaxPRO,prefilled syringe,Box of 1,Sanofi,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,
VO:0016338,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 1 by Veron,vaccine,VO:0015938,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,HBvaxPRO,prefilled syringe,Box of 1,Veron,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,
VO:0016339,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 10 by Aca Mueller,vaccine,VO:0015939,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,HBvaxPRO,prefilled syringe,Box of 10,Aca Mueller,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,
VO:0016340,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 10 by Axicorp,vaccine,VO:0015939,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,HBvaxPRO,prefilled syringe,Box of 10,Axicorp,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,
VO:0016341,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 10 by Cc,vaccine,VO:0015939,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,HBvaxPRO,prefilled syringe,Box of 10,Cc,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,
VO:0016342,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 10 by Emra-Med,vaccine,VO:0015939,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,HBvaxPRO,prefilled syringe,Box of 10,Emra-Med,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,
VO:0016343,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 10 by Eurim-Pharm,vaccine,VO:0015939,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,HBvaxPRO,prefilled syringe,Box of 10,Eurim-Pharm,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,
VO:0016344,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 10 by Europharma,vaccine,VO:0015939,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,HBvaxPRO,prefilled syringe,Box of 10,Europharma,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,
VO:0016345,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 10 by Gerke,vaccine,VO:0015939,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,HBvaxPRO,prefilled syringe,Box of 10,Gerke,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,
VO:0016346,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 10 by Kohlpharma,vaccine,VO:0015939,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,HBvaxPRO,prefilled syringe,Box of 10,Kohlpharma,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,
VO:0016347,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 10 by Orifarm Leverkus,vaccine,VO:0015939,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,HBvaxPRO,prefilled syringe,Box of 10,Orifarm Leverkus,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,
VO:0016348,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 10 by Sanofi,vaccine,VO:0015939,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,HBvaxPRO,prefilled syringe,Box of 10,Sanofi,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,
VO:0016349,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 20 by Sanofi,vaccine,VO:0015940,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 20,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,HBvaxPRO,prefilled syringe,Box of 20,Sanofi,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,
VO:0016350,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 20 by Veron,vaccine,VO:0015940,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 20,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,HBvaxPRO,prefilled syringe,Box of 20,Veron,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,
VO:0016351,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 1 by Aca Mueller,vaccine,VO:0016035,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,,prefilled syringe,Box of 1,Aca Mueller,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,equivalent
VO:0016352,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 1 by Axicorp,vaccine,VO:0016035,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,,prefilled syringe,Box of 1,Axicorp,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,equivalent
VO:0016353,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 1 by Cc,vaccine,VO:0016035,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,,prefilled syringe,Box of 1,Cc,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,equivalent
VO:0016354,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 1 by Emra-Med,vaccine,VO:0016035,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,,prefilled syringe,Box of 1,Emra-Med,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,equivalent
VO:0016355,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 1 by Eurim-Pharm,vaccine,VO:0016035,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,,prefilled syringe,Box of 1,Eurim-Pharm,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,equivalent
VO:0016356,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 1 by Europharma,vaccine,VO:0016035,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,,prefilled syringe,Box of 1,Europharma,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,equivalent
VO:0016357,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 1 by Gerke,vaccine,VO:0016035,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,,prefilled syringe,Box of 1,Gerke,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,equivalent
VO:0016358,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 1 by Kohlpharma,vaccine,VO:0016035,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,,prefilled syringe,Box of 1,Kohlpharma,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,equivalent
VO:0016359,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 1 by Merck,vaccine,VO:0016035,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,,prefilled syringe,Box of 1,Merck,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,equivalent
