ID,LABEL,inSubset,Comment,Parent,alternative label,definition,definition source,term editor,editor note,term tracker item,target receptor,induces immune profile,derives from,equivalent axioms,,,,,
VO:0005285,MiT4 vaccine adjuvant,vaccine adjuvant,VAC,TLR agonist vaccine adjuvant,MiT4,,,Darrick Carter|Wolfgang Leitner|Amogh Madireddi|Oliver He,"Chemical Nature: Other
Receptor: TLR4
Mechanism of Action: TLR4 agonist
Immune profile induced: Th1-biased
Other Features/Characteristics: None/Unknown
Point of Contact: Darrick Carter, PAI Life Sciences",,Toll-like receptor 4,Th1-biased immune profile,,,,,,,
VO:0005286,Mannadjuvant,vaccine adjuvant,VAC,combination vaccine adjuvant,,,,Ivan Zanoni|Wolfgang Leitner|Amogh Madireddi|Oliver He,"Chemical Nature: (1) Natural compound, (2) Carbohydrate, (3) Combination adjuvant
Receptor: CLR (Dectin, Mincle) and NAIP
Mechanism of Action: Activation of Dectin-2-expressing innate immune cells; dual targeting of injection site and draining lymph node.
Immune profile induced: Mixed Th1/Th2
Other Features/Characteristics: Promotes antibody epitope spreading
Point of Contact: Ivan Zanoni, Boston Children's Hospital",,,Th1/Th2 mixed immune profile,,,,,,,
VO:0005287,LiT4 vaccine adjuvant,vaccine adjuvant,VAC,combination vaccine adjuvant,LiT4,,,Darrick Carter|Wolfgang Leitner|Amogh Madireddi|Oliver He,"Chemical Nature: Combination Adjuvant
Receptor: TLR4
Mechanism of Action: TLR4 agonist plus potential inflammasome
Immune profile induced: Mixed Th1/Th2
Other Features/Characteristics: None/Unknown
Point of Contact: Darrick Carter, PAI Life Sciences",,Toll-like receptor 4,Th1/Th2 mixed immune profile,,,,,,,
VO:0005288,INI-4001 vaccine adjuvant,vaccine adjuvant,VAC,TLR agonist vaccine adjuvant,INI-4001,,,Kendal Ryter|Wolfgang Leitner|Amogh Madireddi|Oliver He,"Chemical Nature: Small molecule
Receptor: TLR7 and TLR8
Mechanism of Action: None/Unknown
Immune profile induced: Th1-biased
Other Features/Characteristics: None
Point of Contact: Kendal Ryter, U. Montana & Inimmune",,Toll-like receptor 7 | Toll-like receptor 8,Th1-biased immune profile,,,,,,,
VO:0005289,INI-2004 vaccine adjuvant,vaccine adjuvant,VAC,TLR agonist vaccine adjuvant,INI-2004,,,Kendal Ryter|Wolfgang Leitner|Amogh Madireddi|Oliver He,"Chemical Nature: Small molecule
Receptor: TLR4
Mechanism of Action: None/Unknown
Immune profile induced: Mixed Th1/Th2
Other Features/Characteristics: None
Point of Contact: Kendal Ryter, U. Montana & Inimmune",,Toll-like receptor 4,Th1/Th2 mixed immune profile,,,,,,,
VO:0005290,INI-2002 vaccine adjuvant,vaccine adjuvant,VAC,TLR agonist vaccine adjuvant,INI-2002,,,Kendal Ryter|Wolfgang Leitner|Amogh Madireddi|Oliver He,"Chemical Nature: Small molecule
Receptor: TLR4
Mechanism of Action: None/Unknown
Immune profile induced: Mixed Th1/Th2
Other Features/Characteristics: None
Point of Contact: Kendal Ryter, U. Montana & Inimmune",,Toll-like receptor 4,Th1/Th2 mixed immune profile,,,,,,,
VO:0005291,Fos47 vaccine adjuvant,vaccine adjuvant,VAC,combination vaccine adjuvant,Fos47,,https://www.ncbi.nlm.nih.gov/pubmed/?term=25568203|https://www.ncbi.nlm.nih.gov/pubmed/?term=28724768|https://www.ncbi.nlm.nih.gov/pubmed/?term=32636840,Dennis Carson|Wolfgang Leitner|Amogh Madireddi|Oliver He,"Chemical Nature: Small molecule and Combination adjuvant
Receptor: TLR4 and TLR7
Mechanism of Action: Activation of antigen presenting cells and stimulating B cell proliferation
Immune profile induced: Mixed Th1/Th2
Other Features/Characteristics: (1) Induces mucosal immunity, (2) Induces CD8 T cells, (3) Induces epitope spreading, (4) Provides innate protection, (5) Promotes antibody epitope spreading. By routes: intramuscular and intranasal.
Point of Contact: Dennis Carson, UCSD",,Toll-like receptor 4 | Toll-like receptor 7,Th1/Th2 mixed immune profile,,,,,,,
VO:0005292,EmT4 vaccine adjuvant,vaccine adjuvant,VAC,emulsion vaccine adjuvant,EmT4,,,Darrick Carter|Wolfgang Leitner|Amogh Madireddi|Oliver He,"Chemical Nature: Emulsion
Receptor: TLR4
Mechanism of Action: Squalene emulsion plus TLR4
Immune profile induced: Mixed Th1/Th2
Other Features/Characteristics: None
Point of Contact: Darrick Carter, PAI Life Sciences",,Toll-like receptor 4,Th1/Th2 mixed immune profile,,,,,,,
VO:0005293,Em vaccine adjuvant,vaccine adjuvant,VAC,emulsion vaccine adjuvant,Em,,,Darrick Carter|Wolfgang Leitner|Amogh Madireddi|Oliver He,"Chemical Nature: Emulsion
Receptor: Unknown
Mechanism of Action: Squalene emulsion possibly triggering inflammasome or through extracellular ATP
Immune profile induced: None
Other Features/Characteristics: None
Point of Contact: Darrick Carter, PAI Life Sciences",,,,,,,,,,
VO:0005294,defective viral genome-derived oligonucleotide vaccine adjuvant,vaccine adjuvant,VAC,oligonucleotide vaccine adjuvant,DDO|DDO (Defective viral genome-Derived Oligonucleotide)|Defective viral genome-Derived Oligonucleotide,,https://www.ncbi.nlm.nih.gov/pubmed/?term=24099876|https://www.ncbi.nlm.nih.gov/pubmed/?term=29861183,Carolina Lopez|Wolfgang Leitner|Amogh Madireddi|Oliver He,"Chemical Nature: (1) Synthetic derivative of natural compound, (2) Nucleic acid
Receptor: TLR3
Mechanism of Action: TLR3, possibly RIG-I - agonist
Immune profile induced: Th1-biased
Other Features/Characteristics: (1) Induces mucosal immunity, (2) Induces CD8 T cells, (3) Provides innate protection. By routes: SQ, IM.
Point of Contact: Carolina Lopez, University of Washington at St Louis",,Toll-like receptor 3 | interferon-induced helicase C domain-containing protein 1 | antiviral innate immune response receptor RIG-I,Th1-biased immune profile,,,,,,,
VO:0005295,CaPNP (CaPtivant)(TM) vaccine adjuvant,vaccine adjuvant,VAC,mineral salt vaccine adjuvant,CaPNP (CaPtivant)(TM),,https://www.ncbi.nlm.nih.gov/pubmed/?term=11063495|https://www.ncbi.nlm.nih.gov/pubmed/?term=12204953|https://www.ncbi.nlm.nih.gov/pubmed/?term=28716554|https://www.ncbi.nlm.nih.gov/pubmed/?term=28933657|https://www.ncbi.nlm.nih.gov/pubmed/?term=31591662,Tulin Morcol|Wolfgang Leitner|Amogh Madireddi|Oliver He,"Chemical Nature: Synthetic derivative of natural compound
Receptor: Unknown
Mechanism of Action: (1) Antigen carrier, (2) Innate immune enhancer/activator
Immune profile induced: Mixed Th1/Th2
Other Features/Characteristics: (1) Induces mucosal immunity, (2) Induces CD8 T cells, (3) Provides innate protection, (4) Other, (5) Promotes antibody affinity maturation, (6) High stability. By routes: IM, IN, IP, IN, ID, IVag. Specify: Safe for systemic or mucosal administration
Point of Contact: Tulin Morcol, Captivate Pharma",,,Th1/Th2 mixed immune profile,,,,,,,
VO:0005296,BECC470b vaccine adjuvant,vaccine adjuvant,VAC,TLR agonist vaccine adjuvant,BECC470b,,https://www.ncbi.nlm.nih.gov/pubmed/?term=28487429|https://www.ncbi.nlm.nih.gov/pubmed/?term=29861179|https://www.ncbi.nlm.nih.gov/pubmed/?term=33309485,Robert Ernst|Wolfgang Leitner|Amogh Madireddi|Oliver He,"Chemical Nature: Small molecule, other
Receptor: TLR4
Mechanism of Action: None
Immune profile induced: Mixed Th1/Th2
Other Features/Characteristics: Other
Point of Contact: Robert Ernst, University of Maryland - Baltimore",,Toll-like receptor 4,Th1/Th2 mixed immune profile,,,,,,,
VO:0005297,BECC438s vaccine adjuvant,vaccine adjuvant,VAC,TLR agonist vaccine adjuvant,BECC438s,,,Robert Ernst|Wolfgang Leitner|Amogh Madireddi|Oliver He,"Chemical Nature: (1) Synthetic derivative of natural compound, (2) other
Receptor: TLR4
Mechanism of Action: None
Immune profile induced: Mixed Th1/Th2
Other Features/Characteristics: None
Point of Contact: Robert Ernst, University of Maryland-Baltimore",,Toll-like receptor 4,Th1/Th2 mixed immune profile,,,,,,,
VO:0005298,BECC438b vaccine adjuvant,vaccine adjuvant,VAC,TLR agonist vaccine adjuvant,BECC438b,,https://www.ncbi.nlm.nih.gov/pubmed/?term=28487429|https://www.ncbi.nlm.nih.gov/pubmed/?term=29861179|https://www.ncbi.nlm.nih.gov/pubmed/?term=33309485,Robert Ernst|Wolfgang Leitner|Amogh Madireddi|Oliver He,"Chemical Nature: Small molecule, other
Receptor: TLR4
Mechanism of Action: None
Immune profile induced: Mixed Th1/Th2
Other Features/Characteristics: None
Point of Contact: Robert Ernst, University of Maryland Baltimore",,Toll-like receptor 4,Th1/Th2 mixed immune profile,,,,,,,
VO:0005299,AlT4 vaccine adjuvant,vaccine adjuvant,VAC,combination vaccine adjuvant,AlT4,,,Darrick Carter|Wolfgang Leitner|Amogh Madireddi|Oliver He,"Chemical Nature: Combination adjuvant
Receptor: TLR4
Mechanism of Action: TLR4 and potentially inflammasome
Immune profile induced: Mixed Th1/Th2
Other Features/Characteristics: None
Point of Contact: Darrick Carter, PAI Life Services",,Toll-like receptor 4,Th1/Th2 mixed immune profile,,,,,,,
VO:0005300,AlT3 vaccine adjuvant,vaccine adjuvant,VAC,combination vaccine adjuvant,AlT3,,,Darrick Carter|Wolfgang Leitner|Amogh Madireddi|Oliver He,"Chemical Nature: Combination adjuvant
Receptor: TLR3
Mechanism of Action: TLR3 agonist plus potential inflammasome
Immune profile induced: Mixed Th1/Th2
Other Features/Characteristics: None
Point of Contact: Darrick Carter, PAI Life Services",,Toll-like receptor 3,Th1/Th2 mixed immune profile,,,,,,,
VO:0005301,Alhydroxiquim-II vaccine adjuvant,vaccine adjuvant,VAC,combination vaccine adjuvant,Alhydroxiquim-II,,https://www.ncbi.nlm.nih.gov/pubmed/?term=33521604|https://www.ncbi.nlm.nih.gov/pubmed/?term=33654090,Sunil David|Wolfgang Leitner|Amogh Madireddi|Oliver He,"Chemical Nature: Small molecule
Receptor: (1) TLR7, (2) TLR8
Mechanism of Action: TLR7/8 dual agonist - lymph node delivery
Immune profile induced: Th1-biased
Other Features/Characteristics: Promotes antibody affinity maturation
Point of Contact: Sunil David, Virovax",,Toll-like receptor 7 | Toll-like receptor 8,Th1-biased immune profile,,,,,,,
VO:0005302,Adjuplex+GLA vaccine adjuvant,vaccine adjuvant,VAC,combination vaccine adjuvant,Adjuplex+GLA,,https://www.ncbi.nlm.nih.gov/pubmed/?term=32984856|https://www.ncbi.nlm.nih.gov/pubmed/?term=33444400|https://www.ncbi.nlm.nih.gov/pubmed/?term=33767689,Marulasiddappa Suresh|Wolfgang Leitner|Amogh Madireddi|Oliver He,"Chemical Nature: (1) Synthetic derivative of natural compound, (2) Emulsion, (3) Combination adjuvant, (4) Other
Receptor: TLR4
Mechanism of Action: Adjuplex enhances cross presentation to CD8 T cells and GLA stimulates TLR4 signaling
Immune profile induced: Mixed Th1/Th17
Other Features/Characteristics: None
Point of Contact: Marulasiddappa Suresh, UW Madison",,Toll-like receptor 4,Th1/Th17 mixed immune profile,,,,,,,
VO:0005303,2F52 vaccine adjuvant,vaccine adjuvant,VAC,synthetic vaccine adjuvant,2F52,,https://www.ncbi.nlm.nih.gov/pubmed/?term=29751735,Dennis Carson|Wolfgang Leitner|Amogh Madireddi|Oliver He,"Chemical Nature: Small molecule
Receptor: Dendritic cells (unknown receptor)
Mechanism of Action: Innate immune activation/enhancer
Immune profile induced: Mixed Th1/Th2
Other Features/Characteristics: None
Point of Contact: Dennis Carson, UCSD",,,Th1/Th2 mixed immune profile,,,,,,,
VO:0005324,Advax-CpG55.2 vaccine adjuvant,vaccine adjuvant,VAC,Advax-CpG vaccine adjuvant,Advax-CpG55.2,An Advax-CpG vaccine adjuvant that includes an inulin-based polysaccharide (Advax) and a CpG oligodeoxynucleotide CpG55.2.,https://pubmed.ncbi.nlm.nih.gov/32636840/|https://www.ncbi.nlm.nih.gov/pubmed/?term=32849580|https://www.ncbi.nlm.nih.gov/pubmed/?term=33301675|https://www.ncbi.nlm.nih.gov/pubmed/?term=34069575,Nikolai Petrovsky|Wolfgang Leitner|Oliver He,"Pubmed References:Chemical Nature: (1) combination adjuvant
Mechanism of Action: (1) complement, (2) dendritic cells, (3) other/unknown, (4) TLR9 Immune profile induced: mixed Th1
Other Features/Characteristics: (1) induces CD8 T cells, (2) provides innate protection, (3) anti-inflammatory, (4) promotes antibody affinity maturation, (5) effective in newborns, (6) high stability
By routes: SQ, IM
Point of Contact: Nikolai Petrovsky, Vaxine LTD",,Toll-like receptor 9,Th1-biased immune profile,,,,,,,
VO:0005325,VSA-2 vaccine adjuvant,vaccine adjuvant,VAC,synthetic vaccine adjuvant,VSA-2,A vaccine adjuvant that is synthesized by derivatizing a natural Momordica saponin in one step.  VSA-2 is chemically stable. VSA-2 is much less toxic than QS-21.  VSA-2 is more Th1-biased than QS-21. Momordica saponins are isolated from widely available and sustainable sources.,https://www.ncbi.nlm.nih.gov/pubmed/?term=32101001,Pengfei Wang|Wolfgang Leitner|Oliver He,"Pubmed References:
Chemical Nature: (1) Synthetic derivative of natural compound
Mechanism of Action: unknown
Immune profile induced: mixed Th1/Th2
Other Features/Characteristics: (1) synthetic saponin with lower toxicity and higher stability than QS21
By routes: SQ
Point of Contact: Pengfei Wang, University of Alabama
https://www.ncbi.nlm.nih.gov/pubmed/?term=32101001",,,Th1/Th2 mixed immune profile,,,,,,,
VO:0005326,VSA-1 vaccine adjuvant,vaccine adjuvant,VAC,synthetic vaccine adjuvant,VSA-1,A vaccine adjuvant that is prepared by derivatizing a natural Momordica saponin in one chemical step. VSA-1 is chemically more stable than QS-21. VSA-1 is much less toxic than QS-21. The Momordica saponins are from sustainable sources and widely available.,https://www.ncbi.nlm.nih.gov/pubmed/?term=31657920,Pengfei Wang|Wolfgang Leitner|Oliver He,"Pubmed References:
Chemical Nature: (1) Synthetic derivative of natural compound
Mechanism of Action: unknown
Immune profile induced: mixed Th1/Th2
Other Features/Characteristics: (1) synthetic saponin with lower toxicity and higher stability than QS21
By routes: SQ
Point of Contact: Pengfei Wang, University of Alabama
https://www.ncbi.nlm.nih.gov/pubmed/?term=31657920",,,Th1/Th2 mixed immune profile,,,,,,,
VO:0005327,rOv-ASP-1 vaccine adjuvant,vaccine adjuvant,VAC,microbial derivative vaccine adjuvant,Recombinant O. volvulus activation-associated secreted protein-1|rOv-ASP-1,"A vaccine adjuvant that is a potent adjuvant for antibody and cellular responses to protein, polypeptide and small peptide antigens. rOv-ASP-1 stands for Recombinant Onchocerca volvulus activation-associated secreted protein-1.",https://www.ncbi.nlm.nih.gov/pubmed/?term=1583768|https://www.ncbi.nlm.nih.gov/pubmed/?term=18341617|https://www.ncbi.nlm.nih.gov/pubmed/?term=18675867|https://www.ncbi.nlm.nih.gov/pubmed/?term=22615877|https://www.ncbi.nlm.nih.gov/pubmed/?term=24681229|https://www.ncbi.nlm.nih.gov/pubmed/?term=25736195|https://www.ncbi.nlm.nih.gov/pubmed/?term=26795365|https://www.ncbi.nlm.nih.gov/pubmed/?term=29764680|https://www.ncbi.nlm.nih.gov/pubmed/?term=32471056,Sara Lustigman|Wolfgang Leitner|Oliver He,"Pubmed References:
Chemical Nature: (1) Protein
Mechanism of Action: unknown
Immune profile induced: Th1
Other Features/Characteristics: (1) Induces CD8 T cells, (2) provides innate protection, (3) promotes antibody affinity maturation.
By routes: IM
Point of Contact: Sara Lustigman, New York Blood Center",,,Th1-biased immune profile,,,,,,,
VO:0005329,dmLT vaccine adjuvant,vaccine adjuvant,VAC,E. coli LT toxin derived vaccine adjuvant,dmLT|dmLT (double mutant of heat-labile E.coli)|double mutant of heat-labile E.coli,A vaccine adjuvant that includes double mutant of heat-labile E. coli toxin (LT) at R192G/L211A or LT(R192G/L211A),https://www.ncbi.nlm.nih.gov/pubmed/?term=19897067|https://www.ncbi.nlm.nih.gov/pubmed/?term=21288994|https://www.ncbi.nlm.nih.gov/pubmed/?term=22202122|https://www.ncbi.nlm.nih.gov/pubmed/?term=23541621|https://www.ncbi.nlm.nih.gov/pubmed/?term=24453241|https://www.ncbi.nlm.nih.gov/pubmed/?term=25111827|https://www.ncbi.nlm.nih.gov/pubmed/?term=25803825|https://www.ncbi.nlm.nih.gov/pubmed/?term=26018536|https://www.ncbi.nlm.nih.gov/pubmed/?term=26305793|https://www.ncbi.nlm.nih.gov/pubmed/?term=26540197|https://www.ncbi.nlm.nih.gov/pubmed/?term=3578125|https://www.ncbi.nlm.nih.gov/pubmed/?term=4927082|https://www.ncbi.nlm.nih.gov/pubmed/?term=5216441|https://www.ncbi.nlm.nih.gov/pubmed/?term=5461379|https://www.ncbi.nlm.nih.gov/pubmed/?term=6803349,Elizabeth Norton|Wolfgang Leitner|Oliver He,"Chemical Nature: protein
Mechanism of Action: CGM1 ganglioside, cAMP, inflammasome
Immune profile induced: mixed Th1/Th17
Other Features/Characteristics: Induces mucosal immunity (IM, ID, SQ, SL, oral, , transcutaneous), Induces epitope spreading, Promotes antibody affinity maturation, Effective in newborns, promotes antibody epitope spreading
By routes: IM, ID, SL, oral, SQ, IN, IP, intragastric, transcutaneous, transdermal, buccal, intrarectal
Point of Contact: Elizabeth Norton, Tulane University

https://www.ncbi.nlm.nih.gov/pubmed/?term=21288994
https://www.ncbi.nlm.nih.gov/pubmed/?term=6803349
https://www.ncbi.nlm.nih.gov/pubmed/?term=26540197
https://www.ncbi.nlm.nih.gov/pubmed/?term=4927082
https://www.ncbi.nlm.nih.gov/pubmed/?term=26305793
https://www.ncbi.nlm.nih.gov/pubmed/?term=25111827
https://www.ncbi.nlm.nih.gov/pubmed/?term=24453241
https://www.ncbi.nlm.nih.gov/pubmed/?term=22202122
https://www.ncbi.nlm.nih.gov/pubmed/?term=25803825
https://www.ncbi.nlm.nih.gov/pubmed/?term=23541621
https://www.ncbi.nlm.nih.gov/pubmed/?term=26018536
https://www.ncbi.nlm.nih.gov/pubmed/?term=5461379
https://www.ncbi.nlm.nih.gov/pubmed/?term=3578125
https://www.ncbi.nlm.nih.gov/pubmed/?term=5216441
https://www.ncbi.nlm.nih.gov/pubmed/?term=19897067
https://www.ncbi.nlm.nih.gov/pubmed/?term=25944298
https://www.ncbi.nlm.nih.gov/pubmed/?term=6424635
https://www.ncbi.nlm.nih.gov/pubmed/?term=3916310
https://www.ncbi.nlm.nih.gov/pubmed/?term=4826740
https://www.ncbi.nlm.nih.gov/pubmed/?term=2884428
https://www.ncbi.nlm.nih.gov/pubmed/?term=30778066
https://www.ncbi.nlm.nih.gov/pubmed/?term=4893257
https://www.ncbi.nlm.nih.gov/pubmed/?term=28063704
https://www.ncbi.nlm.nih.gov/pubmed/?term=4375349
https://www.ncbi.nlm.nih.gov/pubmed/?term=28792004
https://www.ncbi.nlm.nih.gov/pubmed/?term=25765967
https://www.ncbi.nlm.nih.gov/pubmed/?term=25483682
https://www.ncbi.nlm.nih.gov/pubmed/?term=30638799
https://www.ncbi.nlm.nih.gov/pubmed/?term=21326197
https://www.ncbi.nlm.nih.gov/pubmed/?term=31757774
https://www.ncbi.nlm.nih.gov/pubmed/?term=31427449
https://www.ncbi.nlm.nih.gov/pubmed/?term=6957164
https://www.ncbi.nlm.nih.gov/pubmed/?term=33465933
https://www.ncbi.nlm.nih.gov/pubmed/?term=33465933
https://www.ncbi.nlm.nih.gov/pubmed/?term=33465933
https://www.ncbi.nlm.nih.gov/pubmed/?term=31641151
https://www.ncbi.nlm.nih.gov/pubmed/?term=27133878
https://www.ncbi.nlm.nih.gov/pubmed/?term=27676456
https://www.ncbi.nlm.nih.gov/pubmed/?term=27226279
https://www.ncbi.nlm.nih.gov/pubmed/?term=22406456
https://www.ncbi.nlm.nih.gov/pubmed/?term=30787109
https://www.ncbi.nlm.nih.gov/pubmed/?term=24403527
https://www.ncbi.nlm.nih.gov/pubmed/?term=24403527
https://www.ncbi.nlm.nih.gov/pubmed/?term=30563789
https://www.ncbi.nlm.nih.gov/pubmed/?term=31757774
https://www.ncbi.nlm.nih.gov/pubmed/?term=30473185
https://www.ncbi.nlm.nih.gov/pubmed/?term=30248001
https://www.ncbi.nlm.nih.gov/pubmed/?term=24049109
https://www.ncbi.nlm.nih.gov/pubmed/?term=30797634
https://www.ncbi.nlm.nih.gov/pubmed/?term=31482013
https://www.ncbi.nlm.nih.gov/pubmed/?term=29771685
https://www.ncbi.nlm.nih.gov/pubmed/?term=31757774
https://www.ncbi.nlm.nih.gov/pubmed/?term=25444830

Clinical trials:
https://clinicaltrials.gov/ct2/show/NCT03922061
https://clinicaltrials.gov/ct2/show/NCT04232943
https://clinicaltrials.gov/ct2/show/NCT02531685
https://clinicaltrials.gov/ct2/show/NCT02052934
https://clinicaltrials.gov/ct2/show/NCT02531802
https://clinicaltrials.gov/ct2/show/NCT01147445
https://clinicaltrials.gov/ct2/show/NCT03548064
https://clinicaltrials.gov/ct2/show/ NCT01739231
https://clinicaltrials.gov/ct2/show/NCT03404674
https://clinicaltrials.gov/ct2/show/NCT03729219
https://clinicaltrials.gov/ct2/show/NCT04826094",,,Th1/Th17 mixed immune profile,,,,,,,
VO:0005330,CPDI-01 vaccine adjuvant,vaccine adjuvant,VAC,synthetic vaccine adjuvant,CPDI-01,,https://pubmed.ncbi.nlm.nih.gov/10516626/|https://pubmed.ncbi.nlm.nih.gov/10799917/|https://pubmed.ncbi.nlm.nih.gov/12538044/|https://pubmed.ncbi.nlm.nih.gov/19428909/|https://pubmed.ncbi.nlm.nih.gov/21723901/|https://pubmed.ncbi.nlm.nih.gov/9013982/,Joseph Vetro|Wolfgang Leitner|Oliver He,"Chemical Nature: (1) other (Peptide)
Mechanism of Action: C5aR1 on mononuclear phagocytes
Immune profile induced: mixed Th1/Th2
Other Features/Characteristics: (1) Induces CD8 T cells, (2) provides innate protection, (3) promotes antibody affinity maturation.
By routes: SQ, IP, IV.
Point of Contact: Joseph Vetro, University of Nebraska Medical Center
https://pubmed.ncbi.nlm.nih.gov/9013982/, https://pubmed.ncbi.nlm.nih.gov/9013982/, https://pubmed.ncbi.nlm.nih.gov/10516626/, https://pubmed.ncbi.nlm.nih.gov/10799917/, https://pubmed.ncbi.nlm.nih.gov/10799917/, https://pubmed.ncbi.nlm.nih.gov/12538044/, https://pubmed.ncbi.nlm.nih.gov/19428909/, https://pubmed.ncbi.nlm.nih.gov/21723901/",,,Th1/Th2 mixed immune profile,,,,,,,
VO:0005337,UM-3005 vaccine adjuvant,vaccine adjuvant,VAC,TLR agonist vaccine adjuvant,UM-3005,"A vaccine adjuvant that includes UM-3005, a small molecule TLR7/8 agonist that can stimulate Th1-biased immune profile.",https://www.ncbi.nlm.nih.gov/pubmed/32210973,Helene Bazin-Lee|Wolfgang Leitner|Oliver He|Ani M. Bernardi,"Chemical Nature: (1) small molecule
Mechanism of Action: TLR7/8 agonist
Immune profile induced: Th1-biased
Route of immunization: IM
Point of Contact: Helene Bazin-Lee, InImmune",,Toll-like receptor 7 | Toll-like receptor 8,Th1-biased immune profile,,,,,,,
VO:0005353,UM-3004 vaccine adjuvant,vaccine adjuvant,VAC,TLR agonist vaccine adjuvant,UM-3004,"A vaccine adjuvant that includes UM-3004, a small molecule TLR7/8 agonist that can stimulate Th1-biased immune profile.",https://www.ncbi.nlm.nih.gov/pubmed/32210973,Helene Bazin-Lee|Wolfgang Leitner|Oliver He|Ani M. Bernardi,"Chemical Nature: (1) small molecule
Mechanism of Action: TLR7/8 agonist
Immune profile induced: Th1-biased
Route of immunization: IM
Point of Contact: Helene Bazin-Lee, University of Montana",,Toll-like receptor 7 | Toll-like receptor 8,Th1-biased immune profile,,,,,,,
VO:0005354,UM-3003 vaccine adjuvant,vaccine adjuvant,VAC,TLR agonist vaccine adjuvant,UM-3003,"A vaccine adjuvant that includes UM-3003, a small molecule TLR7/8 agonist that can stimulate Th1-biased immune profile.",https://www.ncbi.nlm.nih.gov/pubmed/32210973,Helene Bazin-Lee|Wolfgang Leitner|Oliver He|Ani M. Bernardi,"Chemical Nature: (1) small molecule
Mechanism of Action: TLR7/8 agonist
Immune profile induced: Th1-biased
Route of immunization: IM
Point of Contact: Helene Bazin-Lee, University of Montana",,Toll-like receptor 7 | Toll-like receptor 8,Th1-biased immune profile,,,,,,,
VO:0005355,LTA1 vaccine adjuvant,vaccine adjuvant,VAC,E. coli LT toxin derived vaccine adjuvant,LTA1,"A vaccine adjuvant made from the A subunit of heat-labile (LT) enterotoxin of Enterotoxigenic Escherichia coli (ETEC). This LTA1 adjuvant is able to induce Th1, Th2, and Th17 immune responses.",https://www.ncbi.nlm.nih.gov/pubmed/22526674|https://www.ncbi.nlm.nih.gov/pubmed/26305793|https://www.ncbi.nlm.nih.gov/pubmed/31427449|https://www.ncbi.nlm.nih.gov/pubmed/31641151|https://www.ncbi.nlm.nih.gov/pubmed/31929548|https://www.ncbi.nlm.nih.gov/pubmed/33986280|https://www.ncbi.nlm.nih.gov/pubmed/34516780|https://www.ncbi.nlm.nih.gov/pubmed/6957164,Elizabeth Norton|Wolfgang Leitner|Oliver He|Ani M. Bernardi,"Chemical Nature: (1) Protein
Mechanism of Action: cAMP, inflammasome induction
Immune profile induced: mixed Th1/Th2/Th17
Other Features/Characteristics: (1) Induces mucosal immunity, (2) Induces epitope spreading, (3) Promotes antibody affinity maturation, (4) Promotes antibody epitope spreading, (5) High stability
Route of immunization: IM, IN, SL, ID, IP
Point of Contact: Elizabeth Norton, Tulane University",,,Th1/Th2/Th17 mixed immune profile,,,,,,,
VO:0005356,Adjuvax vaccine adjuvant,vaccine adjuvant,AdjuvareDB,carbohydrate vaccine adjuvant,Adjuvax,A carbohydrate vaccine adjuvant that is a glucan carbohydrate microcapsules with a beta(1-3)/beta(1-6) - linked glucan structure to allow targeting of antigens to macrophages or neutrophils through interactions with the beta-glucan receptor found uniquely on the surface of these cell types. Adjuvax- ligand complexes are formed by physically entrapping or crosslinking the ligand within the beta-glucan.,DOI: 10.1021,Randi Vita|Oliver He,,,,,,,,,,,
VO:0005357,Advax-CpG vaccine adjuvant,vaccine adjuvant,AdjuvareDB,CpG DNA vaccine adjuvant,Advax-2|Advax-SM|Advax-CpG,A vaccine adjuvant that includes an inulin-based polysaccharide (Advax) and a CpG oligodeoxynucleotide (ODN).,https://pubmed.ncbi.nlm.nih.gov/32636840/|https://www.ncbi.nlm.nih.gov/pubmed/?term=32849580|https://www.ncbi.nlm.nih.gov/pubmed/?term=33301675|https://www.ncbi.nlm.nih.gov/pubmed/?term=34069575,Nikolai Petrovsky|Wolfgang Leitner|Oliver He,"Pubmed References:Chemical Nature: (1) combination adjuvant
Mechanism of Action: (1) complement, (2) dendritic cells, (3) other/unknown, (4) TLR9 Immune profile induced: mixed Th1
Other Features/Characteristics: (1) induces CD8 T cells, (2) provides innate protection, (3) anti-inflammatory, (4) promotes antibody affinity maturation, (5) effective in newborns, (6) high stability
By routes: SQ, IM
Point of Contact: Nikolai Petrovsky, Vaxine LTD",,,Th1-biased immune profile,,,,,,,
VO:0005358,AS01B vaccine adjuvant,vaccine adjuvant,AdjuvareDB,AS01 vaccine adjuvant,AS01B,"A combination vaccine adjuvant includes 3-O-desacyl-4'-monophosphoryl lipid A (MPL) from Salmonella minnesota and a saponin molecule (QS-21) purified from plant extract Quillaja saponaria Molina, combined in a liposomal formulation consisting of dioleoyl phosphatidylcholine (DOPC) and cholesterol in phosphate-buffered saline solution.","https://www.fda.gov/media/107538/download#:~:text=The%20AS01B%20adjuvant%20suspension%20is,DOPC)%20and%20cholesterol%20in%20phosphate%2D",Randi Vita|Oliver He,,,Toll-like receptor 4,,,,,,,,
