ID,LABEL,new LABEL,InSubset,Parent,Equivalent Class,has role,in taxon,definition,definition source,term editor,alternative label,alternative ID,seeAlso,editor note,comment
VO:0002549,aroA from Aeromonas hydrophila,aroA from Aeromonas hydrophila,gene,Aeromonas hydrophila gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID:  4489425; PMID: 9573055,,"An A. hydrophila aroA mutant is highly attenuated in trout, and a single immunization conferred significant protection from challenge with wild type A. hydrophila"
VO:0002550,aroA from Aeromonas salmonicida,aroA from Aeromonas salmonicida,gene,Aeromonas salmonicida gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 4997369; PMID: 8478107,,"The aroA gene was inactivated by inserting a fragment expressing kanamycin resistance within the coding sequence and challenged in fish. The LD50 for unvaccinated fish was 71. In contrast, the LD50 was 1.8 x 104 in fish vaccinated once and 3 x 105 in fish vaccinated twice"
VO:0002551,aroA from Bordetella bronchiseptica,aroA from Bordetella bronchiseptica,gene,Bordetella bronchiseptica gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,VO:0002552,NCBI_Gene_ID: 2659145; PMID: 12009288,,"Inactivation of the aroA gene highly attenuates B. bronchiseptica, severely impairing its ability to colonize and survive in the respiratory tract of mice. Upon challenge with wild type B. bronchiseptica, the mice immunised with live attenuated B. bronchiseptica aroA mutant had rapidly reduced numbers of B. bronchiseptica in their respiratory tract"
VO:0002553,bscN from Bordetella bronchiseptica,bscN from Bordetella bronchiseptica,gene,Bordetella bronchiseptica gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 2662485; PMID:  17452472,,"A double mutant strain of Bordetella Bronchiseptica lacking adenylate cyclase(cyaA gene) and type III secretion(bscN gene) is attenuated and provides protection in mice against 5 × 105 CFU of RB50, the B. Bronchiseptica parent strain"
VO:0002554,cyaA from Bordetella bronchiseptica,cyaA from Bordetella bronchiseptica,gene,Bordetella bronchiseptica gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 2661688; PMID: 17452472,,"A double mutant strain of Bordetella Bronchiseptica lacking adenylate cyclase(cyaA gene) and type III secretion(bscN gene) is attenuated and provides protection in mice against 5 × 105 CFU of RB50, the B. Bronchiseptica parent strain"
VO:0002555,dnt from Bordetella bronchiseptica,dnt from Bordetella bronchiseptica,gene,Bordetella bronchiseptica gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 2661538; PMID:  3182989,,A dnt mutant in Bordetella bronchiseptica was attenuated and provides protection in guinea pigs against intranasal challenge with strain L3
VO:0002556,trpE from Bordetella bronchiseptica,trpE from Bordetella bronchiseptica,gene,Bordetella bronchiseptica gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 8515760; PMID: 12694904,,"A trpE mutant, in combination with an aroA mutation, is attenuated in mice and induces significant protection from challenge with wild type B. bronchiseptica"
VO:0002557,aroA from Bordetella pertussis,aroA from Bordetella pertussis,gene,Bordetella pertussis gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 144037; PMID: 2407655,,An aroA mutant is highly attenuated in mice and induces significant protection from challenge with wild type B. pertussis
VO:0002558,dnt from Bordetella pertussis,dnt from Bordetella pertussis,gene,Bordetella pertussis gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 2666936; PMID:  18762220,,"A live attenuated B. pertussis vaccine strain BPZE1, developed by deleting dnt gene, protects mice upon a single intranasal administration"
VO:0002559,fla from Borrelia burgdorferi,fla from Borrelia burgdorferi,gene,Borrelia burgdorferi gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 435009; PMID: 8627071,,A flagella-less mutant of Borrelia burgdorferi (HB19Fla-) was attenuated in immunodeficient SCID mice. Mice were challenged 28 days later with virulent strain Sh. 2 and were protected from challenge
VO:0002560,asp24 from B. abortus,asp24 from B. abortus,gene,Brucella abortus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID:  2353000; PMID: 17664263,,A asp24 mutation in Brucella abortus is attenuated and provides significant protection in mice
VO:0002561,bp26 from B. melitensis,bp26 from B. melitensis,gene,Brucella melitensis gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 265991532; PMID: 15246618,,A bp26 mutant in Brucella melitensis was attenuated and provided protection against challenge in mice
VO:0002562,exsA from B. abortus,exsA from B. abortus,gene,Brucella abortus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID:  3787220; PMID: 12183550,,Brucella DeltaexsA mutant showed decreased survival in mice compared to the survival of parental strain S2308. This demonstrated that ExsA is critical for full bacterial virulence. The B. abortus exsA deletion mutant was used as a live vaccine candidate. Challenge experiments revealed that the exsA mutant strain induced superior protective immunity in BALB/c mice compared to the protective immunity induced by strain S19 or RB51
VO:0002563,manA from B. melitensis,manA from B. melitensis,gene,Brucella melitensis gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 260563601; PMID: 16790778,,Unmarked rough B. abortus and B. melitensis deletion mutants of manBA (including manA and manB) were attenuated. These mutants provided protection against virulent Brucella challenge in mice
VO:0002564,manB from B. melitensis,manB from B. melitensis,gene,Brucella melitensis gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 1198671; PMID:  17664263,,Mutants manB and manA were attenuated in Brucella melitensis and provided protection against challenge in mice's livers
VO:0002565,mucR from B. melitensis,mucR from B. melitensis,gene,Brucella melitensis gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 1197075; PMID:  21708998,,A mucR mutant has a significantly reduced degree of colonization in mice and protects against wild type B. melitensis 16M
VO:0002566,omp25 from B. melitensis,omp25 from B. melitensis,gene,Brucella melitensis gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 1196960; PMID: 12151196,,A omp25 mutant is attenuated and provides protection against challenge in mice
VO:0002567,omp31 from B. melitensis,omp31 from B. melitensis,gene,Brucella melitensis gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 7676420; PMID: 15246618,,A omp31 mutant in Brucella melitensis was attenuated and provided protection against challenge in mice
VO:0002568,pgk from B. abortus,pgk from B. abortus,gene,Brucella abortus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 3788256; PMID:  20194591,,A pgk mutant is attenuated in mice and induces significant protection from challenge with wild type B. abortus
VO:0002569,pgm from B. abortus,pgm from B. abortus,gene,Brucella abortus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 3788847; PMID: 14573645,,A pgm mutant is attenuated in mice and induces significant protection from challenge with wild type B. abortus
VO:0002570,purE from B. melitensis,purE from B. melitensis,gene,Brucella melitensis gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 1196006; PMID: 8675325,,"Mice infected with delta purE201 developed only five to eight times normal spleen weight at 1 week p.i. and produced no interleukin-6 in their serum, which is much lower than the mice infected with the parental strain (16M)"
VO:0002571,purK from B. melitensis,purK from B. melitensis,gene,Brucella melitensis gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 20141763; PMID: 7642258,,"A purE/purK mutant of B. melitensis 16M was attenuated in mice when given intraperitoneally. Nine weeks after immunization, mice were protected from challenge with wild type B. melitensis"
VO:0002572,virB2 from B. abortus,virB2 from B. abortus,gene,Brucella abortus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 3827981; PMID: 17664263,,A virB2 mutant is attenuated in Brucella melitensis and provides protection in mice
VO:0002573,vjbR from B. melitensis,vjbR from B. melitensis,gene,Brucella melitensis gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 1198888; PMID: 21530111,,The deletion of vjbR gene in Brucella melitensis strain 16M made a live attenuated vaccine and provided significance protection against mice
VO:0002574,znuA from Brucella spp.,znuA from Brucella spp.,gene,Brucella abortus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 3827700; PMID: 16790759,,Deletion of gene znuA attenuates Brucella abortus and this live attenuated vaccine was challenged in mice. These mice showed significantly fewer spenic CFU
VO:0002575,aroC from Burkholderia pseudomallei,aroC from Burkholderia pseudomallei,gene,Burkholderia pseudomallei gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 4899749; PMID: 19323044,,"The aroC deletion in the resultant mutant, designated A2ΔaroC, was confirmed by PCR, Southern hybridization and failure of the mutant to grow in a defined medium without aromatic compounds. The constructed unmarked aroC mutant of B. pseudomallei is attenuated in both BALB/c and C57Bl/6 mice and is able to confer significant protection in C57Bl/6 mice"
VO:0002576,asd from Burkholderia pseudomallei,asd from Burkholderia pseudomallei,gene,Burkholderia pseudomallei gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 2358232; PMID:  21807903,,An asd mutant is highly attenuated in mice. This mutant was also able to protect against acute inhalation melioidosis caused by challenge with wild type B. pseudomallei
VO:0002577,purM from Burkholderia pseudomallei,purM from Burkholderia pseudomallei,gene,Burkholderia pseudomallei gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 3092877; PMID: 19121696,,Mice that were challenged with a higher dose of mutant 56:65 purM were protected
VO:0002578,purN from Burkholderia pseudomallei,purN from Burkholderia pseudomallei,gene,Burkholderia pseudomallei gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 3092878; PMID: 19121696,,"Although 30:93a purN -immunized mice were challenged with a 10-fold higher dose of WT E8, mice were strongly protected and showed no signs of clinical illness until the experiment was terminated"
VO:0002579,crp from Edwardsiella ictaluri,crp from Edwardsiella ictaluri,gene,Edwardsiella ictaluri gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 7962173; PMID: 22015784,,"A crp mutant is attenuated in zebrafish and catfish that were immunized intramuscularly and intracoelomically, respectively. Six weeks after immunization, both zebrafish and catfish were protected from challenge with wild type E. ictaluri"
VO:0002580,aroC from Edwardsiella tarda,aroC from Edwardsiella tarda,gene,Edwardsiella tarda gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,VO:0002581|VO:0002582,NCBI_Gene_ID: 8608790; PMID: 21777261,,An aroC mutant is attenuated in zebra fish. The aroC mutant is also protective against challenge with wild type E. tarda and has a relative percent survival of 68.3%
VO:0002583,esrB from Edwardsiella tarda,esrB from Edwardsiella tarda,gene,Edwardsiella tarda gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 8607237; PMID: 17478097,,"An esrB mutant is highly attenuated in fish (turbot), with an LD50 of 10(8.1)cfu/fish. Vaccination with this mutant elicited significant protection from wild type E. tarda"
VO:0002584,esrC from Edwardsiella tarda,esrC from Edwardsiella tarda,gene,Edwardsiella tarda gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 8607212; PMID: 21777261,,An aroC and esrC mutant is attenuated in zebra fish. This mutant is also protective against challenge with wild type E. tarda and has a relative percent survival of 71.3%
VO:0002585,slyA from Edwardsiella tarda,slyA from Edwardsiella tarda,gene,Edwardsiella tarda gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 8608031; PMID: 21777261,,"An aroC and slyA mutant is attenuated in zebra fish. This mutant is also protective against challenge from wild type E. tarda, resulting in a relative percent survival of 80.1%"
VO:0002586,carA from Escherichia coli,carA from Escherichia coli,gene,Escherichia coli gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 949025; PMID: 8063392,,A carAB mutant is attenuated in turkeys and induces significant protection from challenge with wild type E. coli
VO:0002587,carB from Escherichia coli,carB from Escherichia coli,gene,Escherichia coli gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 944775; PMID: 8063392,,A carAB mutant is attenuated in turkeys and induces significant protection from challenge with wild type E. coli
VO:0002588,ler from Escherichia coli,ler from Escherichia coli,gene,Escherichia coli gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 8219269; PMID: 19682616,,"A ler deletion mutant derived from wild-type EHEC O157:H7 86-24 was constructed by use of suicide vector pCVD442. Following challenge of 7-day-old suckling mice with O157:H7 EDL933, 75.2% born to group B mothers (immunized with F25) sur- vived, as did 83.0% born to group C mothers (immunized with F105). The surviving suckling mice consistently gained body weight. Only 16.8% of sucking mice born to control group mice survived the challenge"
VO:0002589,rfaL from Escherichia coli,rfaL from Escherichia coli,gene,Escherichia coli gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 948148; PMID: 19522648,,"Deletion of waaL results in a strain that stimulates enhanced urothelial cytokine secretion, which is an enhanced innate immune response. Inoculation with the vaccine strain protected mice against challenge with a broad range of clinical uropathogenic E. coli isolates and produced immunity that lasted ⩾8 weeks"
VO:0002590,capB from Francisella tularensis,capB from Francisella tularensis,gene,Francisella tularensis gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 3952402; PMID:  20643859,,"There was a deletion in gene capB of F. tularensis live vaccine strain. LVS capB, while much less virulent than LVS, induces potent protective immunity against lethal LVS i.n. challenge in mice, comparable to that induced by LVS"
VO:0002591,clpB from Francisella tularensis,clpB from Francisella tularensis,gene,Francisella tularensis gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 3192509; PMID: 20018266,,A clpB mutant in Francisella tularensis subspecies tularensis strain SCHU S4 was attenuated and provided protection against aerosol challenge in mice
VO:0002592,FTL0552 from Francisella tularensis,FTL0552 from Francisella tularensis,gene,Francisella tularensis gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 3952730; PMID: 18613792],,A FTL0552 mutant in Francisella tularensis was attenuated and provided partial protection in mice against challenge with a lethal dose of the virulent SchuS4 strain when compared to naive mice
VO:0002593,FTT0918 from Francisella tularensis,FTT0918 from Francisella tularensis,gene,Francisella tularensis gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 3191684; PMID: 16299332,,An FTT0918 mutant showed significantly reduced virulence in mice. Mice that recovered from infection with the mutant were protected 2 months later from challenge with wild type F. tularensis
VO:0002594,galU from Francisella tularensis,galU from Francisella tularensis,gene,Francisella tularensis gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 3191600; PMID: 21819572,,"A galU mutant is attenuated in mice, with only transient weight loss observed. Two months after inoculation, mice were challenge with wild type F. tularensis and were protected, once again only experiencing transient weight loss"
VO:0002595,guaA from Francisella tularensis,guaA from Francisella tularensis,gene,Francisella tularensis gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 3951701; PMID: 19368784,,A guaA mutant is highly attenuated in mice and induces significant protection from challenge with parent strain F. tularensis LVS
VO:0002596,guaB from Francisella tularensis,guaB from Francisella tularensis,gene,Francisella tularensis gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 3952496; PMID: 19368784,,A guaB mutant is attenuated in mice and induces significant protection from challenge with parent strain F. tularensis LVS
VO:0002597,iglB from Francisella tularensis,iglB from Francisella tularensis,gene,Francisella tularensis gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 4548125; PMID: 20016043,,"Intranasal vaccination with KKF235 (F. tularensis subsp. novicida mutant (DeltaiglB) ) protected mice from subsequent homotypic challenge with U112 as well as heterotypic challenge with F. tularensis subsp. holarctica (LVS). Most significantly, oral immunization with KKF235 protected mice from a highly lethal subsp. tularensis (SCHU S4) pulmonary challenge"
VO:0002598,iglC from Francisella tularensis,iglC from Francisella tularensis,gene,Francisella tularensis gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 4548124; PMID: 16552035,,An iglC mutant is highly attenuated in mice. Inoculated mice were challenged 30 days later with wild type F. tularensis and were highly protected
VO:0002599,purC/purD from Francisella tularensis,purC/purD from Francisella tularensis,gene,Francisella tularensis gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 3952576; PMID:  16861631,,A purMCD mutant in Francisela tularensis was attenuated. A low dosage of F. tularensis LVS delta purMCD mutant provided protection against challenge in mice
VO:0002600,purF from Francisella tularensis,purF from Francisella tularensis,gene,Francisella tularensis gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 4548578; PMID: 16930871,,"Mice, which had been immunized with at least 6.95×103 cfu of F. tularensis U112 purF::Cm, were protected against the subsequent F. tularensis subspecies novicida challenge"
VO:0002601,purM from Francisella tularensis,purM from Francisella tularensis,gene,Francisella tularensis gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 3952575; PMID:  16861631,,A purMCD mutant in Francisella tularensis was attenuated. A low dose of the F. tularensis LVS delta purMCD mutant provided protection against subsequent lethal challenge with the LVS parental strain
VO:0002602,sodB from Francisella tularensis,sodB from Francisella tularensis,gene,Francisella tularensis gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 4548021; PMID: 18692537,,"C57BL/6 mice were vaccinated intranasally (i.n.) with the sodB(Ft) mutant and challenged i.n. with lethal doses of F. tularensis SchuS4. SodB(Ft) vaccinated mice following SchuS4 challenge exhibited significantly reduced bacterial burden in lungs, liver and spleen, regulated production of pro-inflammatory cytokines and less severe histopathological lesions compared to the LVS vaccinated mice. The sodB(Ft) vaccination induced a potent humoral immune response and protection against SchuS4 required both CD4 and CD8 T cells in the vaccinated mice"
VO:0002603,sodC from Francisella tularensis,sodC from Francisella tularensis,gene,Francisella tularensis gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 1314283; PMID: 19684141,,A sodC mutant in Francisella tularensis subspecies holarctica was attenuated and provided protection and cleared the infection against lethal challenge in nearly 50% of the mice infected with the ΔsodC mutant
VO:0002604,wbtA from Francisella tularensis,wbtA from Francisella tularensis,gene,Francisella tularensis gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 3191939; PMID: 17296751,,A wbtA mutant in Francisella tularensis was attenuated and provided protection in mice against challenge with an otherwise lethal dose of either F. tularensis LVS or a fully virulent clinical isolate of F. tularensis type B
VO:0002605,wbtI from Francisella tularensis,wbtI from Francisella tularensis,gene,Francisella tularensis gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 5522688; PMID: 17768257,,"A wbtI mutant is attenuated in mice. The mutant protected against a low dose challenge with the parental strain, but was less effective against higher doses. However, increasing the immunization dose increased the resistance to higher challenge doses"
VO:0002606,aroA from Mannheimia haemolytica,aroA from Mannheimia haemolytica,gene,Mannheimia haemolytica gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 451485; PMID: 7839583,,An aroA mutant is highly attenuated in mice and induced significant protection after two doses from challenge with wild type M. haemolytica
VO:0002607,lpd from Mycoplasma gallisepticum,lpd from Mycoplasma gallisepticum,gene,Mycoplasma gallisepticum gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 1089767; PMID: 18342996,,An lpd mutant is highly attenuated in chickens and induces significant protection from challenge with wild type M. gallisepticum
VO:0002608,metH from Neisseria meningitidis,metH from Neisseria meningitidis,gene,Neisseria meningitidis gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 903064; PMID:  14688114,,"A metH mutant, in combination with a siaD mutation, is attenuated in mice and induces significant protection from challenge with wild type N. meningitidis"
VO:0002609,rfaF from Neisseria meningitidis,rfaF from Neisseria meningitidis,gene,Neisseria meningitidis gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 904029; PMID:  14688114,,"An rfaF mutant, in combination with a siaD mutation, is attenuated in mice and induces significant protection from challenge with wild type N. meningitidis"
VO:0002610,siaD from Neisseria meningitidis,siaD from Neisseria meningitidis,gene,Neisseria meningitidis gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,VO:0002611,NCBI_Gene_ID: 903210; PMID:  14688114,,"A siaD mutant, in combination with either a metH or rfaF mutation, is attenuated in mice and induces protection from challenge with wild type N. meningitidis"
VO:0002612,aroA from Pasteurella multocida,aroA from Pasteurella multocida,gene,Pasteurella multocida gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 581456; PMID: 17875632,,An aroA mutant is highly attenuated in calves and induces significant protection from challenge with wild type P. multocida
VO:0002613,aroA from Salmonella spp.,aroA from Salmonella Typhi,gene,Salmonella Typhi gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 1068996; PMID: 3039297,,An aroA mutant is attenuated in mice and induced significant protection from challenge with wild type S. typhi Ty2
VO:0002614,aroC from Salmonella spp.,aroC from Salmonella Typhi,gene,Salmonella Typhi gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,VO:0002615,NCBI_Gene_ID: 1069415; PMID: 17582563,,"Inactivation of AroC results in attenuation in humans, and the deletions of both AroC and AroD provide a high level of safety against restoration of pathogenicity by recombination. An aroC/aroD-deleted derivative of S. Typhi strain Ty2 (the parent strain of Ty21a) is designated the strain ""CVD 908"""
VO:0002616,aroD from Salmonella spp.,aroD from Salmonella Typhi,gene,Salmonella Typhi gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 1070649; PMID: 17582563,,"Inactivation of AroD results in attenuation in humans, and the deletions of both AroC and AroD provide a high level of safety against restoration of pathogenicity by recombination. An aroC/aroD-deleted derivative of S. Typhi strain Ty2 (the parent strain of Ty21a) is designated the strain ""CVD 908"""
VO:0002617,asd from Salmonella spp.,asd from Salmonella Typhimurium,gene,Salmonella Typhimurium gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,VO:0002618,NCBI_Protein_ID: 267995764; PMID:  20799091,,"An asd mutant, alone or in combination with a rfc mutation, is attenuated in mice and induces significant protection from challenge with wild type Salmonella typhimurium"
VO:0002619,atpA from Salmonella spp.,atpA from Salmonella Typhimurium,gene,Salmonella Typhimurium gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 301160399; PMID: 19649318,,An atpA mutant is attenuated in mice and induces significant protection from challenge with wild type S. typhimurium
VO:0002620,cbiA from Salmonella spp.,cbiA from Salmonella Gallinarum,gene,Salmonella Gallinarum gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 6923268; PMID: 20153354,,"A cbiA mutant, in combination with a cobS mutation, is attenuated in chickens and induces significant protection from challenge with wild type S. Gallinarum. This mutant was also able to provide some protection against S. Enteritidis"
VO:0002621,clpP from Salmonella spp.,clpP from Salmonella Enteritidis,gene,Salmonella Enteritidis gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 6950532; PMID: 21807911,,"A guaBA and clpP mutant (CVD 1941) is attenuated in mice after oral immunization. This mutant is also protective, and had a vaccine efficacy of 76% against challenge with wild type Salmonella Enteritidis"
VO:0002622,clpP from Salmonella spp.,clpP from Salmonella Typhimurium,gene,Salmonella Typhimurium gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,VO:0002623|VO:0002624,NCBI_Gene_ID: 1251968; PMID: 2496146,,"A mutation in clpP (CS2007) causes hyperflagellation. These hyperflagellated bacteria are attenuated in mice, and an LD50 for CS2007 could not be determined because mice did not die after inoculation with the highest dose. CS2007 also elicited protection in mice from challenge with wild type S. typhimurium"
VO:0002625,cobS from Salmonella spp.,cobS from Salmonella Gallinarum,gene,Salmonella Gallinarum gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 6923296; PMID: 20153354,,"A cobS mutant, in combination with a cbiA mutation, is attenuated in chickens and induces significant protection from challenge with wild type S. Gallinarum. This mutant was also able to provide some protection against S. Enteritidis"
VO:0002626,cpxA from Salmonella spp.,cpxA from Salmonella Typhimurium,gene,Salmonella Typhimurium gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 1255585; PMID: 15542179,,A gyrA-cpxA-rpoB Salmonella Typhimurium mutant was attenuated and protected against challenge in pigs
VO:0002627,cpxR from Salmonella spp.,cpxR from Salmonella Gallinarum,gene,Salmonella Gallinarum gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 6923307; PMID: 20487719,,"A cpxR mutant, in combination with a lon mutation, is highly attenuated in mice and induces significant protection from challenge with wild type S. gallinarum"
VO:0002628,crp from Salmonella spp.,crp from Salmonella Typhimurium,gene,Salmonella Typhimurium gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 1254989; PMID: 3316029,,"A cya and crp mutant is attenuated in mice. Thirty days after immunization, mice were protected from oral challenge with wild type S. typhimurium"
VO:0002629,crp from Salmonella spp.,crp from Salmonella Gallinarum,gene,Salmonella Gallinarum gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 46811321; PMID: 17488512,,A crp mutant is attenuated in mice and induces significant protection from challenge with wild type S. gallinarum
VO:0002630,cya from Salmonella spp.,cya from Salmonella Typhimurium,gene,Salmonella Typhimurium gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 581756; PMID: 3316029,,"A cya and crp mutant is attenuated in mice. Thirty days after immunization, mice were protected from oral challenge with wild type S. typhimurium"
VO:0002631,fliC from Salmonella spp.,fliC from Salmonella Enteritidis,gene,Salmonella Enteritidis gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 119351647; PMID: 17261603,,"A fliC mutant, in combination with a guaB mutant, is attenuated in mice and chickens and induces significant protection from challenge with wild type S. enterica"
VO:0002632,fliD from Salmonella spp.,fliD from Salmonella Typhimurium,gene,Salmonella Typhimurium gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 1253481; PMID: 21807911,,"A guaBA, clpP, and fliD mutant (CVD 1923) is attenuated in mice after oral immunization. This mutant is also protective, with a vaccine efficacy of 80% in mice against wild type challenge from Salmonella Typhimurium"
VO:0002633,galE from Salmonella spp.,galE from Salmonella Typhi,gene,Salmonella Typhi gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 1067209; PMID: 1092768,,"A gal E mutant in strain Ty2 was isolated, attenuated, and protected mice against lethal challenge"
VO:0002634,guaA from Salmonella spp.,guaA from Salmonella Enteritidis,gene,Salmonella Enteritidis gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 6948075; PMID: 21807911,,A guaBA and clpP mutant (CVD 1941) is attenuated in mice after oral immunization. This mutant is also protective in mice and had a vaccine efficacy of 76% against challenge with wild type Salmonella Enteritidis
VO:0002635,guaA from Salmonella spp.,guaA from Salmonella Typhimurium,gene,Salmonella Typhimurium gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,VO:0002636,NCBI_Gene_ID: 1254032; PMID: 21807911,,"A guaBA and clpP mutant (CVD 1921) of Salmonella Typhimurium is attenuated in mice after oral immunization. The mutant was also protective, rendering a vaccine efficacy of 86% in mice against challenge with wild type Salmonella Typhimurium"
