ID,LABEL in VO,OMOP concept ID,RxNorm ID,RxNorm OMOP extension ID,RxNorm Preferred Name,RxNorm Synonym,comment,template file name,repeat comment
VO:0016758,"diphtheria toxoid vaccine, inactivated 0.5 UNT/ML Injectable Solution",40833780,,OMOP2031742,"diphtheria toxoid vaccine, inactivated 0.5 UNT/ML Injectable Solution",,RxNorm Extension,vaccine,
VO:0016759,"diphtheria toxoid vaccine, inactivated 10 UNT/ML Injectable Solution",40864922,,OMOP2062884,"diphtheria toxoid vaccine, inactivated 10 UNT/ML Injectable Solution",,RxNorm Extension,vaccine,
VO:0016760,"diphtheria toxoid vaccine, inactivated 150 UNT/ML Injectable Solution",41083412,,OMOP2281374,"diphtheria toxoid vaccine, inactivated 150 UNT/ML Injectable Solution",,RxNorm Extension,vaccine,
VO:0016761,"diphtheria toxoid vaccine, inactivated 4 LFU/ML Injectable Solution",44032803,,OMOP1027434,"diphtheria toxoid vaccine, inactivated 4 LFU/ML Injectable Solution",,RxNorm Extension,vaccine,
VO:0016762,"diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Solution",40864921,,OMOP2062883,"diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Solution",,RxNorm Extension,vaccine,
VO:0016763,"diphtheria toxoid vaccine, inactivated 50 LFU/ML Injectable Solution",44084499,,OMOP1079130,"diphtheria toxoid vaccine, inactivated 50 LFU/ML Injectable Solution",,RxNorm Extension,vaccine,
VO:0016764,"diphtheria toxoid vaccine, inactivated 12.5 LFU/ML Injectable Suspension Box of 10",43822862,,OMOP706547,"diphtheria toxoid vaccine, inactivated 12.5 LFU/ML Injectable Suspension Box of 10",,RxNorm Extension,vaccine,
VO:0016765,"diphtheria toxoid vaccine, inactivated 12.5 LFU/ML Injectable Suspension Box of 20",43786761,,OMOP706548,"diphtheria toxoid vaccine, inactivated 12.5 LFU/ML Injectable Suspension Box of 20",,RxNorm Extension,vaccine,
VO:0016766,"diphtheria toxoid vaccine, inactivated 12.5 LFU/ML Injectable Suspension Box of 5",43624764,,OMOP706546,"diphtheria toxoid vaccine, inactivated 12.5 LFU/ML Injectable Suspension Box of 5",,RxNorm Extension,vaccine,
VO:0016767,"diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension Box of 1",41301542,,OMOP2499504,"diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension Box of 1",,RxNorm Extension,vaccine,
VO:0016768,"diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension Box of 10",43674011,,OMOP921874,"diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension Box of 10",,RxNorm Extension,vaccine,
VO:0016769,"diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension Box of 2",43804761,,OMOP706559,"diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension Box of 2",,RxNorm Extension,vaccine,
VO:0016770,"diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension Box of 20",43588833,,OMOP706560,"diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension Box of 20",,RxNorm Extension,vaccine,
VO:0016771,"diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension Box of 25",43696924,,OMOP706561,"diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension Box of 25",,RxNorm Extension,vaccine,
VO:0016772,"diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension Box of 5",43661308,,OMOP709503,"diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension Box of 5",,RxNorm Extension,vaccine,
VO:0016773,"diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension Box of 50",43732868,,OMOP706562,"diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension Box of 50",,RxNorm Extension,vaccine,
VO:0016774,"diphtheria toxoid vaccine, inactivated 60 LFU/ML Injectable Suspension Box of 10",43841131,,OMOP709518,"diphtheria toxoid vaccine, inactivated 60 LFU/ML Injectable Suspension Box of 10",,RxNorm Extension,vaccine,
VO:0016775,"diphtheria toxoid vaccine, inactivated 60 LFU/ML Injectable Suspension Box of 25",43841132,,OMOP709519,"diphtheria toxoid vaccine, inactivated 60 LFU/ML Injectable Suspension Box of 25",,RxNorm Extension,vaccine,
VO:0016776,"diphtheria toxoid vaccine, inactivated 60 LFU/ML Injectable Suspension Box of 50",43786926,,OMOP709521,"diphtheria toxoid vaccine, inactivated 60 LFU/ML Injectable Suspension Box of 50",,RxNorm Extension,vaccine,
VO:0016777,"diphtheria toxoid vaccine, inactivated 60 UNT/ML Injectable Suspension Box of 10",43750991,,OMOP709493,"diphtheria toxoid vaccine, inactivated 60 UNT/ML Injectable Suspension Box of 10",,RxNorm Extension,vaccine,
VO:0016778,"diphtheria toxoid vaccine, inactivated 60 UNT/ML Injectable Suspension Box of 20",43715006,,OMOP709494,"diphtheria toxoid vaccine, inactivated 60 UNT/ML Injectable Suspension Box of 20",,RxNorm Extension,vaccine,
VO:0016779,"diphtheria toxoid vaccine, inactivated 60 UNT/ML Injectable Suspension Box of 25",43661159,,OMOP706541,"diphtheria toxoid vaccine, inactivated 60 UNT/ML Injectable Suspension Box of 25",,RxNorm Extension,vaccine,
VO:0016780,"0.5 ML diphtheria toxoid vaccine, inactivated 12.5 LFU/ML Injectable Suspension by Statens Serum Institut",43809998,,OMOP718538,"0.5 ML diphtheria toxoid vaccine, inactivated 12.5 LFU/ML Injectable Suspension by Statens Serum Institut",,RxNorm Extension,vaccine,
VO:0016781,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Boostrix] by Glaxosmithkline",43774054,,OMOP718559,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Boostrix] by Glaxosmithkline",,RxNorm Extension,vaccine,
VO:0016782,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Covaxis] by Sanofi",43594127,,OMOP719325,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Covaxis] by Sanofi",,RxNorm Extension,vaccine,
VO:0016783,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Diphtherie-Adsorbat-Impfstoff Behring] by Novartis",43648232,,OMOP718598,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Diphtherie-Adsorbat-Impfstoff Behring] by Novartis",,RxNorm Extension,vaccine,
VO:0016784,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Repevax] by Sanofi",43702230,,OMOP718592,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Repevax] by Sanofi",,RxNorm Extension,vaccine,
VO:0016785,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Revaxis] by Sanofi",43719993,,OMOP719330,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Revaxis] by Sanofi",,RxNorm Extension,vaccine,
VO:0016786,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Td-Impfstoff Merieux] by Sanofi",43774055,,OMOP718563,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Td-Impfstoff Merieux] by Sanofi",,RxNorm Extension,vaccine,
VO:0016787,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Td-Pur] by Novartis",43791839,,OMOP718552,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Td-Pur] by Novartis",,RxNorm Extension,vaccine,
VO:0016788,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension by Glaxosmithkline",43702174,,OMOP717407,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension by Glaxosmithkline",,RxNorm Extension,vaccine,
VO:0016789,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension by Sanofi",43864315,,OMOP717411,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension by Sanofi",,RxNorm Extension,vaccine,
VO:0016790,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension by Statens Serum Institut",43774103,,OMOP719317,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension by Statens Serum Institut",,RxNorm Extension,vaccine,
VO:0016791,"0.5 ML diphtheria toxoid vaccine, inactivated 60 LFU/ML Injectable Suspension [Tetravac] by Sanofi",43719995,,OMOP719344,"0.5 ML diphtheria toxoid vaccine, inactivated 60 LFU/ML Injectable Suspension [Tetravac] by Sanofi",,RxNorm Extension,vaccine,
VO:0016792,"0.5 ML diphtheria toxoid vaccine, inactivated 60 UNT/ML Injectable Suspension [Infanrix] by Glaxosmithkline",43594079,,OMOP718529,"0.5 ML diphtheria toxoid vaccine, inactivated 60 UNT/ML Injectable Suspension [Infanrix] by Glaxosmithkline",,RxNorm Extension,vaccine,
VO:0016793,"0.5 ML diphtheria toxoid vaccine, inactivated 60 UNT/ML Injectable Suspension [Pediacel] by Sanofi",43756066,,OMOP719309,"0.5 ML diphtheria toxoid vaccine, inactivated 60 UNT/ML Injectable Suspension [Pediacel] by Sanofi",,RxNorm Extension,vaccine,
VO:0016794,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Boostrix] Box of 10",43648230,,OMOP718560,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Boostrix] Box of 10",,RxNorm Extension,vaccine,
VO:0016795,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Boostrix] Box of 20",43594081,,OMOP718573,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Boostrix] Box of 20",,RxNorm Extension,vaccine,
VO:0016796,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Boostrix] Box of 25",43630166,,OMOP718575,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Boostrix] Box of 25",,RxNorm Extension,vaccine,
VO:0016797,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Boostrix] Box of 50",43612043,,OMOP718578,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Boostrix] Box of 50",,RxNorm Extension,vaccine,
VO:0016798,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Covaxis] Box of 10",43612099,,OMOP719327,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Covaxis] Box of 10",,RxNorm Extension,vaccine,
VO:0016799,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Diphtherie-Adsorbat-Impfstoff Behring] Box of 10",43828079,,OMOP718599,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Diphtherie-Adsorbat-Impfstoff Behring] Box of 10",,RxNorm Extension,vaccine,
VO:0016800,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Repevax] Box of 10",43774107,,OMOP719336,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Repevax] Box of 10",,RxNorm Extension,vaccine,
VO:0016801,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Repevax] Box of 20",43774108,,OMOP719338,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Repevax] Box of 20",,RxNorm Extension,vaccine,
VO:0016802,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Repevax] Box of 5",43810001,,OMOP718593,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Repevax] Box of 5",,RxNorm Extension,vaccine,
VO:0016803,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Revaxis] Box of 10",43648265,,OMOP719331,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Revaxis] Box of 10",,RxNorm Extension,vaccine,
VO:0016804,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Revaxis] Box of 20",43828124,,OMOP719333,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Revaxis] Box of 20",,RxNorm Extension,vaccine,
VO:0016805,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Td-Impfstoff Merieux] Box of 10",43719942,,OMOP718564,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Td-Impfstoff Merieux] Box of 10",,RxNorm Extension,vaccine,
VO:0016806,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Td-Impfstoff Merieux] Box of 20",43828078,,OMOP718567,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Td-Impfstoff Merieux] Box of 20",,RxNorm Extension,vaccine,
VO:0016807,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Td-Pur] Box of 10",43791840,,OMOP718556,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Td-Pur] Box of 10",,RxNorm Extension,vaccine,
VO:0016808,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Td-Pur] Box of 2",43719941,,OMOP718553,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Td-Pur] Box of 2",,RxNorm Extension,vaccine,
VO:0016809,"0.5 ML diphtheria toxoid vaccine, inactivated 60 LFU/ML Injectable Suspension [Tetravac] Box of 10",43594128,,OMOP719346,"0.5 ML diphtheria toxoid vaccine, inactivated 60 LFU/ML Injectable Suspension [Tetravac] Box of 10",,RxNorm Extension,vaccine,
VO:0016810,"0.5 ML diphtheria toxoid vaccine, inactivated 60 LFU/ML Injectable Suspension [Tetravac] Box of 25",43846158,,OMOP719348,"0.5 ML diphtheria toxoid vaccine, inactivated 60 LFU/ML Injectable Suspension [Tetravac] Box of 25",,RxNorm Extension,vaccine,
VO:0016811,"0.5 ML diphtheria toxoid vaccine, inactivated 60 LFU/ML Injectable Suspension [Tetravac] Box of 50",43810045,,OMOP719350,"0.5 ML diphtheria toxoid vaccine, inactivated 60 LFU/ML Injectable Suspension [Tetravac] Box of 50",,RxNorm Extension,vaccine,
VO:0016812,"0.5 ML diphtheria toxoid vaccine, inactivated 60 UNT/ML Injectable Suspension [Infanrix] Box of 25",43648226,,OMOP718530,"0.5 ML diphtheria toxoid vaccine, inactivated 60 UNT/ML Injectable Suspension [Infanrix] Box of 25",,RxNorm Extension,vaccine,
VO:0016813,"0.5 ML diphtheria toxoid vaccine, inactivated 60 UNT/ML Injectable Suspension [Pediacel] Box of 10",43864426,,OMOP719310,"0.5 ML diphtheria toxoid vaccine, inactivated 60 UNT/ML Injectable Suspension [Pediacel] Box of 10",,RxNorm Extension,vaccine,
VO:0016814,"0.5 ML diphtheria toxoid vaccine, inactivated 60 UNT/ML Injectable Suspension [Pediacel] Box of 20",43738131,,OMOP719312,"0.5 ML diphtheria toxoid vaccine, inactivated 60 UNT/ML Injectable Suspension [Pediacel] Box of 20",,RxNorm Extension,vaccine,
VO:0016815,"0.5 ML diphtheria toxoid vaccine, inactivated 12.5 LFU/ML Injectable Suspension Box of 10",43846124,,OMOP718535,"0.5 ML diphtheria toxoid vaccine, inactivated 12.5 LFU/ML Injectable Suspension Box of 10",,RxNorm Extension,vaccine,
VO:0016816,"0.5 ML diphtheria toxoid vaccine, inactivated 12.5 LFU/ML Injectable Suspension Box of 20",43594080,,OMOP718536,"0.5 ML diphtheria toxoid vaccine, inactivated 12.5 LFU/ML Injectable Suspension Box of 20",,RxNorm Extension,vaccine,
VO:0016817,"0.5 ML diphtheria toxoid vaccine, inactivated 12.5 LFU/ML Injectable Suspension Box of 5",43774051,,OMOP718533,"0.5 ML diphtheria toxoid vaccine, inactivated 12.5 LFU/ML Injectable Suspension Box of 5",,RxNorm Extension,vaccine,
VO:0016818,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension Box of 1",41409330,,OMOP2607292,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension Box of 1",,RxNorm Extension,vaccine,
VO:0016819,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension Box of 10",43719886,,OMOP717405,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension Box of 10",,RxNorm Extension,vaccine,
VO:0016820,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension Box of 2",43648228,,OMOP718547,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension Box of 2",,RxNorm Extension,vaccine,
VO:0016821,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension Box of 20",43846125,,OMOP718548,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension Box of 20",,RxNorm Extension,vaccine,
VO:0016822,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension Box of 25",43630165,,OMOP718549,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension Box of 25",,RxNorm Extension,vaccine,
VO:0016823,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension Box of 5",43828122,,OMOP719314,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension Box of 5",,RxNorm Extension,vaccine,
VO:0016824,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension Box of 50",43648229,,OMOP718550,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension Box of 50",,RxNorm Extension,vaccine,
VO:0016825,"0.5 ML diphtheria toxoid vaccine, inactivated 60 LFU/ML Injectable Suspension Box of 10",43719994,,OMOP719340,"0.5 ML diphtheria toxoid vaccine, inactivated 60 LFU/ML Injectable Suspension Box of 10",,RxNorm Extension,vaccine,
VO:0016826,"0.5 ML diphtheria toxoid vaccine, inactivated 60 LFU/ML Injectable Suspension Box of 25",43864429,,OMOP719341,"0.5 ML diphtheria toxoid vaccine, inactivated 60 LFU/ML Injectable Suspension Box of 25",,RxNorm Extension,vaccine,
VO:0016827,"0.5 ML diphtheria toxoid vaccine, inactivated 60 LFU/ML Injectable Suspension Box of 50",43828125,,OMOP719342,"0.5 ML diphtheria toxoid vaccine, inactivated 60 LFU/ML Injectable Suspension Box of 50",,RxNorm Extension,vaccine,
VO:0016828,"0.5 ML diphtheria toxoid vaccine, inactivated 60 UNT/ML Injectable Suspension Box of 10",43666385,,OMOP719306,"0.5 ML diphtheria toxoid vaccine, inactivated 60 UNT/ML Injectable Suspension Box of 10",,RxNorm Extension,vaccine,
VO:0016829,"0.5 ML diphtheria toxoid vaccine, inactivated 60 UNT/ML Injectable Suspension Box of 20",43594124,,OMOP719307,"0.5 ML diphtheria toxoid vaccine, inactivated 60 UNT/ML Injectable Suspension Box of 20",,RxNorm Extension,vaccine,
VO:0016830,"0.5 ML diphtheria toxoid vaccine, inactivated 60 UNT/ML Injectable Suspension Box of 25",43702228,,OMOP718527,"0.5 ML diphtheria toxoid vaccine, inactivated 60 UNT/ML Injectable Suspension Box of 25",,RxNorm Extension,vaccine,
VO:0016831,"0.5 ML diphtheria toxoid vaccine, inactivated 10 UNT/ML Injectable Solution",41408750,,OMOP2606712,"0.5 ML diphtheria toxoid vaccine, inactivated 10 UNT/ML Injectable Solution",,RxNorm Extension,vaccine,
VO:0016832,"0.5 ML diphtheria toxoid vaccine, inactivated 150 UNT/ML Injectable Solution",41407156,,OMOP2605118,"0.5 ML diphtheria toxoid vaccine, inactivated 150 UNT/ML Injectable Solution",,RxNorm Extension,vaccine,
VO:0016833,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Solution",41407797,,OMOP2605759,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Solution",,RxNorm Extension,vaccine,
VO:0016834,"10 ML diphtheria toxoid vaccine, inactivated 0.5 UNT/ML Injectable Solution",41361286,,OMOP2559248,"10 ML diphtheria toxoid vaccine, inactivated 0.5 UNT/ML Injectable Solution",,RxNorm Extension,vaccine,
VO:0016835,"diphtheria toxoid vaccine, inactivated 0.2 LFU/ML Injectable Solution Box of 5",44097418,,OMOP1092049,"diphtheria toxoid vaccine, inactivated 0.2 LFU/ML Injectable Solution Box of 5",,RxNorm Extension,vaccine,
VO:0016836,"diphtheria toxoid vaccine, inactivated 0.5 UNT/ML Injectable Solution Box of 1",40864920,,OMOP2062882,"diphtheria toxoid vaccine, inactivated 0.5 UNT/ML Injectable Solution Box of 1",,RxNorm Extension,vaccine,
VO:0016837,"diphtheria toxoid vaccine, inactivated 10 UNT/ML Injectable Solution Box of 1",41270459,,OMOP2468421,"diphtheria toxoid vaccine, inactivated 10 UNT/ML Injectable Solution Box of 1",,RxNorm Extension,vaccine,
VO:0016838,"diphtheria toxoid vaccine, inactivated 10 UNT/ML Injectable Solution Box of 10",41051819,,OMOP2249781,"diphtheria toxoid vaccine, inactivated 10 UNT/ML Injectable Solution Box of 10",,RxNorm Extension,vaccine,
VO:0016839,"diphtheria toxoid vaccine, inactivated 150 UNT/ML Injectable Solution Box of 1",40958367,,OMOP2156329,"diphtheria toxoid vaccine, inactivated 150 UNT/ML Injectable Solution Box of 1",,RxNorm Extension,vaccine,
VO:0016840,"diphtheria toxoid vaccine, inactivated 4 LFU/ML Injectable Solution Box of 5",44045779,,OMOP1040410,"diphtheria toxoid vaccine, inactivated 4 LFU/ML Injectable Solution Box of 5",,RxNorm Extension,vaccine,
VO:0016841,"diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Solution Box of 1",41270458,,OMOP2468420,"diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Solution Box of 1",,RxNorm Extension,vaccine,
VO:0016842,"diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Solution Box of 10",41114623,,OMOP2312585,"diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Solution Box of 10",,RxNorm Extension,vaccine,
VO:0016843,"0.5 ML diphtheria toxoid vaccine, inactivated 12.5 LFU/ML Injectable Suspension Box of 10 by Statens Serum Institut",43756024,,OMOP718542,"0.5 ML diphtheria toxoid vaccine, inactivated 12.5 LFU/ML Injectable Suspension Box of 10 by Statens Serum Institut",,RxNorm Extension,vaccine,
VO:0016844,"0.5 ML diphtheria toxoid vaccine, inactivated 12.5 LFU/ML Injectable Suspension Box of 20 by Statens Serum Institut",43719939,,OMOP718544,"0.5 ML diphtheria toxoid vaccine, inactivated 12.5 LFU/ML Injectable Suspension Box of 20 by Statens Serum Institut",,RxNorm Extension,vaccine,
VO:0016845,"0.5 ML diphtheria toxoid vaccine, inactivated 12.5 LFU/ML Injectable Suspension Box of 5 by Statens Serum Institut",43774052,,OMOP718540,"0.5 ML diphtheria toxoid vaccine, inactivated 12.5 LFU/ML Injectable Suspension Box of 5 by Statens Serum Institut",,RxNorm Extension,vaccine,
VO:0016846,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Boostrix] Box of 10 by Glaxosmithkline",43791841,,OMOP718561,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Boostrix] Box of 10 by Glaxosmithkline",,RxNorm Extension,vaccine,
VO:0016847,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Boostrix] Box of 20 by Glaxosmithkline",43738091,,OMOP718574,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Boostrix] Box of 20 by Glaxosmithkline",,RxNorm Extension,vaccine,
VO:0016848,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Boostrix] Box of 25 by Glaxosmithkline",43774056,,OMOP718577,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Boostrix] Box of 25 by Glaxosmithkline",,RxNorm Extension,vaccine,
VO:0016849,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Boostrix] Box of 50 by Glaxosmithkline",43684225,,OMOP718579,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Boostrix] Box of 50 by Glaxosmithkline",,RxNorm Extension,vaccine,
VO:0016850,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Covaxis] Box of 10 by Sanofi",43774105,,OMOP719328,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Covaxis] Box of 10 by Sanofi",,RxNorm Extension,vaccine,
VO:0016851,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Diphtherie-Adsorbat-Impfstoff Behring] Box of 10 by Novartis",43846126,,OMOP718600,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Diphtherie-Adsorbat-Impfstoff Behring] Box of 10 by Novartis",,RxNorm Extension,vaccine,
VO:0016852,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Repevax] Box of 10 by Sanofi",43810044,,OMOP719337,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Repevax] Box of 10 by Sanofi",,RxNorm Extension,vaccine,
VO:0016853,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Repevax] Box of 20 by Sanofi",43612044,,OMOP718596,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Repevax] Box of 20 by Sanofi",,RxNorm Extension,vaccine,
VO:0016854,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Repevax] Box of 5 by Sanofi",43756027,,OMOP718594,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Repevax] Box of 5 by Sanofi",,RxNorm Extension,vaccine,
VO:0016855,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Revaxis] Box of 10 by Sanofi",43864428,,OMOP719332,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Revaxis] Box of 10 by Sanofi",,RxNorm Extension,vaccine,
VO:0016856,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Revaxis] Box of 20 by Sanofi",43774106,,OMOP719334,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Revaxis] Box of 20 by Sanofi",,RxNorm Extension,vaccine,
VO:0016857,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Td-Impfstoff Merieux] Box of 10 by Sanofi",43828077,,OMOP718566,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML Injectable Suspension [Td-Impfstoff Merieux] Box of 10 by Sanofi",,RxNorm Extension,vaccine,
