ID,LABEL,inSubset,subCategory,Parent,Parent (name),Equivalent Class,alternative ID,alternative label,definition,definition source,term editor,editor note,example of usage,term tracker item,comment,seeAlso,hasDbXref,VIOLIN vaccine ID,RxNORM ID,RxNORM Preferred Name,vaccine STN,FDA vaccine indications,status of vaccine development,NCBI GeneID,Unnamed: 25,trade name,vaccine package insert PDF URL,vaccine proper name,has vaccine ingredient,has vaccine active ingredient,immunizes host,immunizes against disease,immunizes against pathogen,is_distributed_by,is_distributed_by (name),is_manufactured_by,is_manufactured_by (name),has quality,has role,has part,has component,has prime vaccine,has vaccine component,has vaccine vector,has vaccine antigen,has subunit vaccine antigen,has subunit vaccine protective antigen,has vaccine protective antigen,has gene mutation,vaccine organism has mutation,has vaccine allergen,has function,expresses,is_specified_input_of,vaccinated in route,blocks transmission of pathogen via vaccine,vaccine immunity response transferrable to organism,associated axioms
VO:0001836,Mink distemper-enteritis modified live virus & killed virus vaccine-clostridium botulinum type c bacterin-toxoid (usda: 4929.20),vaccine,,VO:0002449,Mink Distemper-Enteritis Vaccine-Clostridium Botulinum Type C Bacterin-Toxoid,,,,,,Asiyah Yu Lin,,,,,USDA: 4929.20|violinID:2881;2882;2883,,,,,,,,,,,,,,,,,,,,VO:0000204,Intervet,vaccine organism inactivated|vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001837,Mink enteritis killed virus vaccine-clostridium botulinum type c bacterin-toxoid (usda: 4955.20),vaccine,,VO:0002449,Mink Distemper-Enteritis Vaccine-Clostridium Botulinum Type C Bacterin-Toxoid,,,,,,Asiyah Yu Lin,,,,,USDA: 4955.20|violinID:2895;2896,,,,,,,,,,,,,,,,,,,,VO:0000204,Intervet,vaccine organism inactivated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001838,Mink enteritis killed virus vaccine-clostridium botulinum type c bacterin-toxoid (usda: 4955.21),vaccine,,VO:0002451,Mink Enteritis Vaccine-Clostridium Botulinum Type C Bacterin-Toxoid,,,,,,Asiyah Yu Lin,,,,,USDA: 4955.21|violinID:2897;2898,,,,,,,,,,,,,,,,,,,,VO:0000056,"United Vaccines, Inc",vaccine organism inactivated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001839,Mink enteritis killed virus vaccine-clostridium botulinum type c-pseudomonas aeruginosa bacterin-toxoid (usda: 49a5.20),vaccine,,VO:0002452,Mink Enteritis Vaccine-Clostridium Botulinum Type C-Pseudomonas Aeruginosa Bacterin-Toxoid,,,,,,Asiyah Yu Lin,,,,,USDA: 49A5.20|violinID:2899;2900;2901,,,,,,,,,,,,,,,,,,,,VO:0000204,Intervet,vaccine organism inactivated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001840,Mink enteritis killed virus vaccine-clostridium botulinum type c-pseudomonas aeruginosa bacterin-toxoid (usda: 49a5.21),vaccine,,VO:0002452,Mink Enteritis Vaccine-Clostridium Botulinum Type C-Pseudomonas Aeruginosa Bacterin-Toxoid,,,,,,Asiyah Yu Lin,,,,,USDA: 49A5.21|violinID:2902;2903;2904,,,,,,,,,,,,,,,,,,,,VO:0000056,"United Vaccines, Inc",vaccine organism inactivated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001841,Feline immunodeficiency-leukemia virus killed virus vaccine (usda: 15d5.r0),vaccine,,VO:0002427,Feline Immunodeficiency-Leukemia Virus Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 15D5.R0|violinID:1769;1770,,,,,,,,,,,,,,,,,,,,VO:0000701,Wyeth Pharmaceuticals Inc,vaccine organism inactivated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001842,"Feline leukemia-chlamydia psittaci killed virus, killed chlamydia vaccine (usda: 1a69.20)",vaccine,,VO:0002432,Feline Leukemia-Chlamydia Psittaci Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 1A69.20|violinID:1777;1778,,,,,,,,,,,,,,,,,,,,VO:0000701,Wyeth Pharmaceuticals Inc,vaccine organism inactivated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001843,Feline leukemia-rhinotracheitis-calici-panleukopenia killed virus vaccine (usda: 15b5.20),vaccine,,VO:0002433,Feline Leukemia-Rhinotracheitis-Calici-Panleukopenia Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 15B5.20|violinID:1779;1780;1781;1782,,,,,,,,,,,,,,,,,,,,VO:0000701,Wyeth Pharmaceuticals Inc,vaccine organism inactivated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001844,Feline leukemia-rhinotracheitis-calici-panleukopenia killed virus vaccine (usda: 15b5.21),vaccine,,VO:0002433,Feline Leukemia-Rhinotracheitis-Calici-Panleukopenia Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 15B5.21|violinID:1783;1784;1785;1786,,,,,,,,,,,,,,,,,,,,VO:0000701,Wyeth Pharmaceuticals Inc,vaccine organism inactivated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001845,Feline leukemia-rhinotracheitis-calici-panleukopenia modified live & killed virus vaccine (usda: 15b9.20),vaccine,,VO:0002433,Feline Leukemia-Rhinotracheitis-Calici-Panleukopenia Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 15B9.20|violinID:1787;1788;1789;1790,,,,,,,,,,,,,,,,,,,,VO:0000204,Intervet,vaccine organism inactivated|vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001846,Feline leukemia-rhinotracheitis-calici-panleukopenia modified live & killed virus vaccine (usda: 15b9.21),vaccine,,VO:0002433,Feline Leukemia-Rhinotracheitis-Calici-Panleukopenia Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 15B9.21|violinID:1791;1792;1793;1794,,,,,,,,,,,,,,,,,,,,VO:0000701,Wyeth Pharmaceuticals Inc,vaccine organism inactivated|vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001847,"Feline leukemia-rhinotracheitis-calici-panleukopenia-chlamydia psittaci killed virus, killed chlamydia vaccine (usda: 1559.20)",vaccine,,VO:0002434,Feline Leukemia-Rhinotracheitis-Calici-Panleukopenia-Chlamydia Psittaci Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 1559.20|violinID:1795;1796;1797;1798;1799,,,,,,,,,,,,,,,,,,,,VO:0000701,Wyeth Pharmaceuticals Inc,vaccine organism inactivated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001848,"Feline leukemia-rhinotracheitis-calici-panleukopenia-chlamydia psittaci killed virus, killed chlamydia vaccine (usda: 1559.23)",vaccine,,VO:0002434,Feline Leukemia-Rhinotracheitis-Calici-Panleukopenia-Chlamydia Psittaci Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 1559.23|violinID:1800;1801;1802;1803;1804,,,,,,,,,,,,,,,,,,,,VO:0000701,Wyeth Pharmaceuticals Inc,vaccine organism inactivated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001849,"Feline leukemia-rhinotracheitis-calici-panleukopenia-chlamydia psittaci modified live & killed virus, killed chlamydia vaccine (usda: 1559.2c)",vaccine,,VO:0002434,Feline Leukemia-Rhinotracheitis-Calici-Panleukopenia-Chlamydia Psittaci Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 1559.2C|violinID:1810;1811;1812;1813;1814,,,,,,,,,,,,,,,,,,,,VO:0000701,Wyeth Pharmaceuticals Inc,vaccine organism inactivated|vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001850,"Feline leukemia-rhinotracheitis-calici-panleukopenia-chlamydia psittaci modified live & killed virus, modified live chlamydia vaccine (usda: 1559.2b)",vaccine,,VO:0002434,Feline Leukemia-Rhinotracheitis-Calici-Panleukopenia-Chlamydia Psittaci Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 1559.2B|violinID:1805;1806;1807;1808;1809,,,,,,,,,,,,,,,,,,,,VO:0000204,Intervet,vaccine organism inactivated|vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001851,"Feline rhinotracheitis-calici-chlamydia psittaci modified live virus, modified live chlamydia vaccine (usda: 16f1.20)",vaccine,,VO:0002435,Feline Rhinotracheitis-Calici-Chlamydia Psittaci Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 16F1.20|violinID:1821;1822;1823,,,,,,,,,,,,,,,,,,,,VO:0000841,Pfizer Animal Health,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001852,"Feline rhinotracheitis-calici-chlamydia psittaci modified live virus, modified live chlamydia vaccine (usda: 16f1.21)",vaccine,,VO:0002435,Feline Rhinotracheitis-Calici-Chlamydia Psittaci Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 16F1.21|violinID:1824;1825;1826,,,,,,,,,,,,,,,,,,,,VO:0001119,"Merial, Inc",vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001853,Feline rhinotracheitis-calici-panleukopenia killed virus vaccine (usda: 16d5.20),vaccine,,VO:0002436,Feline Rhinotracheitis-Calici-Panleukopenia Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 16D5.20|violinID:1839;1840;1841,,,,,,,,,,,,,,,,,,,,VO:0000701,Wyeth Pharmaceuticals Inc,vaccine organism inactivated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001854,Feline rhinotracheitis-calici-panleukopenia killed virus vaccine (usda: 16d5.23),vaccine,,VO:0002436,Feline Rhinotracheitis-Calici-Panleukopenia Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 16D5.23|violinID:1842;1843;1844,,,,,,,,,,,,,,,,,,,,VO:0000701,Wyeth Pharmaceuticals Inc,vaccine organism inactivated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001855,Feline rhinotracheitis-calici-panleukopenia modified live & killed virus vaccine (usda: 16d9.20),vaccine,,VO:0002436,Feline Rhinotracheitis-Calici-Panleukopenia Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 16D9.20|violinID:1851;1852;1853,,,,,,,,,,,,,,,,,,,,VO:0000204,Intervet,vaccine organism inactivated|vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001856,Feline rhinotracheitis-calici-panleukopenia modified live virus vaccine (usda: 16d1.20),vaccine,,VO:0002436,Feline Rhinotracheitis-Calici-Panleukopenia Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 16D1.20|violinID:1827;1828;1829,,,,,,,,,,,,,,,,,,,,,,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001857,Feline rhinotracheitis-calici-panleukopenia modified live virus vaccine (usda: 16d1.22),vaccine,,VO:0002436,Feline Rhinotracheitis-Calici-Panleukopenia Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 16D1.22|violinID:1830;1831;1832,,,,,,,,,,,,,,,,,,,,,,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001858,Feline rhinotracheitis-calici-panleukopenia modified live virus vaccine (usda: 16d1.23),vaccine,,VO:0002436,Feline Rhinotracheitis-Calici-Panleukopenia Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 16D1.23|violinID:1833;1834;1835,,,,,,,,,,,,,,,,,,,,VO:0000204,Intervet,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001859,Feline rhinotracheitis-calici-panleukopenia modified live virus vaccine (usda: 16d1.24),vaccine,,VO:0002436,Feline Rhinotracheitis-Calici-Panleukopenia Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 16D1.24|violinID:1836;1837;1838,,,,,,,,,,,,,,,,,,,,VO:0000204,Intervet,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001860,Feline rhinotracheitis-calici-panleukopenia modified live virus vaccine (usda: 16d8.20),vaccine,,VO:0002436,Feline Rhinotracheitis-Calici-Panleukopenia Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 16D8.20|violinID:1845;1846;1847,,,,,,,,,,,,,,,,,,,,VO:0000901,"Boehringer-Ingelheim Vetmedica, Inc",vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001861,Feline rhinotracheitis-calici-panleukopenia modified live virus vaccine (usda: 16d8.21),vaccine,,VO:0002436,Feline Rhinotracheitis-Calici-Panleukopenia Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 16D8.21|violinID:1848;1849;1850,,,,,,,,,,,,,,,,,,,,VO:0001119,"Merial, Inc",vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001862,"Feline rhinotracheitis-calici-panleukopenia-chlamydia psittaci killed virus, killed chlamydia vaccine (usda: 16e5.20)",vaccine,,VO:0002437,Feline Rhinotracheitis-Calici-Panleukopenia-Chlamydia Psittaci Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 16E5.20|violinID:1862;1863;18641865,,,,,,,,,,,,,,,,,,,,VO:0000701,Wyeth Pharmaceuticals Inc,vaccine organism inactivated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001863,"Feline rhinotracheitis-calici-panleukopenia-chlamydia psittaci killed virus, killed chlamydia vaccine (usda: 16e5.23)",vaccine,,VO:0002437,Feline Rhinotracheitis-Calici-Panleukopenia-Chlamydia Psittaci Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 16E5.23|violinID:1866;1867;1868;1869,,,,,,,,,,,,,,,,,,,,VO:0000701,Wyeth Pharmaceuticals Inc,vaccine organism inactivated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001864,"Feline rhinotracheitis-calici-panleukopenia-chlamydia psittaci modified live virus, killed chlamydia vaccine (usda: 16e6.20)",vaccine,,VO:0002437,Feline Rhinotracheitis-Calici-Panleukopenia-Chlamydia Psittaci Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 16E6.20|violinID:1870;1871;1872;1873,,,,,,,,,,,,,,,,,,,,VO:0000701,Wyeth Pharmaceuticals Inc,vaccine organism inactivated|vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001865,"Feline rhinotracheitis-calici-panleukopenia-chlamydia psittaci modified live virus, modified live chlamydia vaccine (usda: 16e1.20)",vaccine,,VO:0002437,Feline Rhinotracheitis-Calici-Panleukopenia-Chlamydia Psittaci Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 16E1.20|violinID:1854;1855;1856;1857,,,,,,,,,,,,,,,,,,,,,,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001866,"Feline rhinotracheitis-calici-panleukopenia-chlamydia psittaci modified live virus, modified live chlamydia vaccine (usda: 16e1.24)",vaccine,,VO:0002437,Feline Rhinotracheitis-Calici-Panleukopenia-Chlamydia Psittaci Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 16E1.24|violinID:1858;1859;1860;1861,,,,,,,,,,,,,,,,,,,,VO:0000204,Intervet,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001867,"Feline rhinotracheitis-calici-panleukopenia-chlamydia psittaci modified live virus, modified live chlamydia vaccine (usda: 16e8.20)",vaccine,,VO:0002437,Feline Rhinotracheitis-Calici-Panleukopenia-Chlamydia Psittaci Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 16E8.20|violinID:1874;1875;1876;1877,,,,,,,,,,,,,,,,,,,,VO:0001119,"Merial, Inc",vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001868,"Feline rhinotracheitis-calici-panleukopenia-chlamydia psittaci-rabies modified live & killed virus, modified live chlamydia vaccine (usda: 1619.20)",vaccine,,VO:0002438,Feline Rhinotracheitis-Calici-Panleukopenia-Chlamydia Psittaci-Rabies Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 1619.20|violinID:1878;1879;1880;1881,,,,,,,,,,,,,,,,,,,,VO:0001119,"Merial, Inc",vaccine organism inactivated|vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001869,"Feline rhinotracheitis-calici-panleukopenia-chlamydia psittaci-rabies modified live virus and chlamydia, canarypox vector vaccine (usda: 1619.r1)",vaccine,,VO:0002438,Feline Rhinotracheitis-Calici-Panleukopenia-Chlamydia Psittaci-Rabies Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 1619.R1|violinID:1883;18841885;1886;1887,,,,,,,,,,,,,,,,,,,,VO:0001119,"Merial, Inc",vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001870,Feline rhinotracheitis-calici-panleukopenia-rabies modified live & killed virus vaccine (usda: 16t9.20),vaccine,,VO:0002439,Feline Rhinotracheitis-Calici-Panleukopenia-Rabies Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 16T9.20|violinID:1888;1889;1890;1891,,,,,,,,,,,,,,,,,,,,,,vaccine organism inactivated|vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001871,"Feline rhinotracheitis-calici-panleukopenia-rabies modified live virus, canarypox vector vaccine (usda: 16t9.r0)",vaccine,,VO:0002439,Feline Rhinotracheitis-Calici-Panleukopenia-Rabies Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 16T9.R0|violinID:1892;1893;1894;1895,,,,,,,,,,,,,,,,,,,,VO:0001119,"Merial, Inc",vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001872,Feline rhinotracheitis-calicivirus modified live virus vaccine (usda: 16c1.20),vaccine,,VO:0002440,Feline Rhinotracheitis-Calicivirus Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 16C1.20|violinID:1896;1897,,,,,,,,,,,,,,,,,,,,,,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001873,Feline rhinotracheitis-calicivirus modified live virus vaccine (usda: 16c1.21),vaccine,,VO:0002440,Feline Rhinotracheitis-Calicivirus Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 16C1.21|violinID:1898;1899,,,,,,,,,,,,,,,,,,,,,,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001874,Feline rhinotracheitis-calicivirus modified live virus vaccine (usda: 16c1.22),vaccine,,VO:0002440,Feline Rhinotracheitis-Calicivirus Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 16C1.22|violinID:1899;1900,,,,,,,,,,,,,,,,,,,,,,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001875,Bovine parainfluenza 3-respiratory syncytial virus modified live virus vaccine (usda: 1161.00),vaccine,,VO:0002330,Bovine Parainfluenza 3-Respiratory Syncytial Virus Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 1161.00|violinID:1174;1175,,,,,,,,,,,,,,,,,,,,VO:0000057,Heska Corporation,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001876,Bovine parainfluenza 3-respiratory syncytial virus modified live virus vaccine (usda: 1161.20),vaccine,,VO:0002330,Bovine Parainfluenza 3-Respiratory Syncytial Virus Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 1161.20|violinID:1176;1177,,,,,,,,,,,,,,,,,,,,VO:0000057,Heska Corporation,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001877,Bovine rhinotracheitis killed virus vaccine-haemophilus somnus-mannheimia haemolytica-pasteurella multocida bacterin-toxoid (usda: 45h5.20),vaccine,,VO:0002331,Bovine Rhinotracheitis Vaccine-Haemophilus Somnus-Mannheimia Haemolytica-Pasteurella Multocida Bacterin-Toxoid,,,,,,Asiyah Yu Lin,,,,,USDA: 45H5.20|violinID:2152;2153;2154;2155,,,,,,,,,,,,,,,,,,,,VO:0000058,"Texas Vet lab, Inc",vaccine organism inactivated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001878,Bovine rhinotracheitis killed virus vaccine-haemophilus somnus-mannheimia haemolytica-pasteurella multocida bacterin-toxoid (usda: 45h5.21),vaccine,,VO:0002331,Bovine Rhinotracheitis Vaccine-Haemophilus Somnus-Mannheimia Haemolytica-Pasteurella Multocida Bacterin-Toxoid,,,,,,Asiyah Yu Lin,,,,,USDA: 45H5.21|violinID:2156;2157;2158;2159,,,,,,,,,,,,,,,,,,,,VO:0000058,"Texas Vet lab, Inc",vaccine organism inactivated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001879,Bovine rhinotracheitis killed virus vaccine-haemophilus somnus-mannheimia haemolytica-pasteurella multocida-salmonella typhimurium bacterin-toxoid (usda: 4109.20),vaccine,,VO:0002332,Bovine Rhinotracheitis Vaccine-Haemophilus Somnus-Mannheimia Haemolytica-Pasteurella Multocida-Salmonella Typhimurium Bacterin-Toxoid,,,,,,Asiyah Yu Lin,,,,,USDA: 4109.20|violinID:2160;2161;2162;2163;2164,,,,,,,,,,,,,,,,,,,,VO:0000058,"Texas Vet lab, Inc",vaccine organism inactivated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001880,Bovine rhinotracheitis modified live virus vaccine-leptospira canicola-grippotyphosa-hardjo-icterohaemorrhagiae-pomona bacterin (usda: 4019.00),vaccine,,VO:0002333,Bovine Rhinotracheitis Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae- Pomona Bacterin,,,,,,Asiyah Yu Lin,,,,,USDA: 4019.00|violinID:2165;2166,,,,,,,,,,,,,,,,,,,,,,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001881,Bovine rhinotracheitis modified live virus vaccine-leptospira grippotyphosa-hardjo-pomona bacterin (usda: 4059.00),vaccine,,VO:0002334,Bovine Rhinotracheitis Vaccine-Leptospira Grippotyphosa-Hardjo-Pomona Bacterin,,,,,,Asiyah Yu Lin,,,,,USDA: 4059.00|violinID:2167;2168,,,,,,,,,,,,,,,,,,,,VO:0000890,Colorado Serum Company CZ Veterinaria,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001882,Bovine rhinotracheitis modified live virus vaccine-leptospira hardjo-pomona bacterin (usda: 4069.20),vaccine,,VO:0002335,Bovine Rhinotracheitis Vaccine-Leptospira Hardjo-Pomona Bacterin,,,,,,Asiyah Yu Lin,,,,,USDA: 4069.20|violinID:2169;2170,,,,,,,,,,,,,,,,,,,,VO:0000701,Wyeth Pharmaceuticals Inc,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001883,Bovine rhinotracheitis modified live virus vaccine-leptospira pomona bacterin (usda: 4089.00),vaccine,,VO:0002336,Bovine Rhinotracheitis Vaccine-Leptospira Pomona Bacterin,,,,,,Asiyah Yu Lin,,,,,USDA: 4089.00|violinID:2171;2172,,,,,,,,,,,,,,,,,,,,,,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001884,Bovine rhinotracheitis modified live virus vaccine-leptospira pomona bacterin (usda: 4089.20),vaccine,,VO:0002336,Bovine Rhinotracheitis Vaccine-Leptospira Pomona Bacterin,,,,,,Asiyah Yu Lin,,,,,USDA: 4089.20|violinID:2173;2174,,,,,,,,,,,,,,,,,,,,,,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001885,Bovine rhinotracheitis-parainfluenza 3 killed virus vaccine-mannheimia haemolytica-pasteurella multocida bacterin (usda: 4265.00),vaccine,,VO:0002337,Bovine Rhinotracheitis-Parainfluenza 3 Vaccine-Mannheimia Haemolytica-Pasteurella Multocida Bacterin,,,,,,Asiyah Yu Lin,,,,,USDA: 4265.00|violinID:2187;2188;2189;2190,,,,,,,,,,,,,,,,,,,,VO:0000901,"Boehringer-Ingelheim Vetmedica, Inc",vaccine organism inactivated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001886,Bovine rhinotracheitis-parainfluenza 3 modified live virus vaccine (usda: 1121.00),vaccine,,VO:0002338,bovine rhinotracheitis-parainfluenza 3 vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 1121.00|violinID:1187;1188,,,,,,,,,,,,,,,,,,,,,,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001887,Bovine rhinotracheitis-parainfluenza 3 modified live virus vaccine (usda: 1121.20),vaccine,,VO:0002338,bovine rhinotracheitis-parainfluenza 3 vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 1121.20|violinID:1189;1190,,,,,,,,,,,,,,,,,,,,,,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001888,Bovine rhinotracheitis-parainfluenza 3 modified live virus vaccine (usda: 1121.21),vaccine,,VO:0002338,bovine rhinotracheitis-parainfluenza 3 vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 1121.21|violinID:1191;1192,,,,,,,,,,,,,,,,,,,,VO:0000841,Pfizer Animal Health,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001889,Bovine rhinotracheitis-parainfluenza 3 modified live virus vaccine (usda: 1121.24),vaccine,,VO:0002338,bovine rhinotracheitis-parainfluenza 3 vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 1121.24|violinID:1193;1194,,,,,,,,,,,,,,,,,,,,VO:0000841,Pfizer Animal Health,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001890,Bovine rhinotracheitis-parainfluenza 3 modified live virus vaccine (usda: 1121.31),vaccine,,VO:0002338,bovine rhinotracheitis-parainfluenza 3 vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 1121.31|violinID:1195;1196,,,,,,,,,,,,,,,,,,,,VO:0000204,Intervet,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001891,Bovine rhinotracheitis-parainfluenza 3 modified live virus vaccine-haemophilus somnus bacterin (usda: 4139.20),vaccine,,VO:0002339,Bovine Rhinotracheitis-Parainfluenza 3 Vaccine-Haemophilus Somnus Bacterin,,,,,,Asiyah Yu Lin,,,,,USDA: 4139.20|violinID:2175;2176;2177,,,,,,,,,,,,,,,,,,,,VO:0000901,"Boehringer-Ingelheim Vetmedica, Inc",vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001892,Bovine rhinotracheitis-parainfluenza 3 modified live virus vaccine-leptospira canicola-grippotyphosa-hardjo-icterohaemorrhagiae-pomona bacterin (usda: 4129.00),vaccine,,VO:0002340,Bovine Rhinotracheitis-Parainfluenza 3 Vaccine-Leptospira Canicola-Grippotyphosa-HardjoIcterohaemorrhagiae-Pomona Bacterin,,,,,,Asiyah Yu Lin,,,,,USDA: 4129.00|violinID:2178;2179;2180,,,,,,,,,,,,,,,,,,,,,,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
