ID,LABEL in VO,OMOP concept ID
VO:0015162,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 1 by Orifarm Leverkus,41331286
VO:0015163,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 1 by Veron,41328657
VO:0015164,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 10,41328363
VO:0015165,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 10 by Cc,41328656
VO:0015166,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 10 by Emra-Med,41337974
VO:0015167,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 10 by Eurim-Pharm,41329996
VO:0015168,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 10 by Gerke,41337348
VO:0015169,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 10 by Kohlpharma,41334687
VO:0015170,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 10 by Mevita,41330620
VO:0015171,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 10 by MZG,41330619
VO:0015172,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 10 by Orifarm Leverkus,41327469
VO:0015173,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 10 by Veron,41334686
VO:0015174,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe Box of 1,41337516
VO:0015175,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe Box of 10,41327509
VO:0015176,"1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML / Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.025 MG/ML Injectable Suspension",43806383
VO:0015177,"1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML / Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.025 MG/ML Injectable Suspension [Hepatyrix]",43842623
VO:0015178,"1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML / Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.025 MG/ML Injectable Suspension [Hepatyrix] by Glaxosmithkline",43590563
VO:0015179,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML Injectable Suspension,43626501
VO:0015180,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML Injectable Suspension [Hepatyrix],43608544
VO:0015181,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML Injectable Suspension [Hepatyrix] Box of 10,43842625
VO:0015182,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML Injectable Suspension [Hepatyrix] Box of 10 by Glaxosmithkline,43716436
VO:0015183,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML Injectable Suspension [Hepatyrix] Box of 20,43842626
VO:0015184,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML Injectable Suspension [Hepatyrix] Box of 20 by Glaxosmithkline,43644718
VO:0015185,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML Injectable Suspension [Hepatyrix] Box of 50,43824551
VO:0015186,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML Injectable Suspension [Hepatyrix] Box of 50 by Glaxosmithkline,43824552
VO:0015187,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML Injectable Suspension [Hepatyrix] by Glaxosmithkline,43590565
VO:0015188,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML Injectable Suspension Box of 10,43752452
VO:0015189,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML Injectable Suspension Box of 20,43734588
VO:0015190,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML Injectable Suspension Box of 50,43698682
VO:0015191,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML Injectable Suspension,36895104
VO:0015192,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML Injectable Suspension [Havrix],36895114
VO:0015193,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML Injectable Suspension [Havrix] Box of 1,43207318
VO:0015194,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML Injectable Suspension [Havrix] Box of 1 by Glaxosmithkline,43163567
VO:0015195,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML Injectable Suspension Box of 1,43141360
VO:0015197,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML Prefilled Syringe [Havrix] Box of 1,41333720
VO:0015198,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML Prefilled Syringe [Havrix] Box of 1 by Axicorp,41333335
VO:0015199,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML Prefilled Syringe [Havrix] Box of 1 by Mtk,41335373
VO:0015200,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML Prefilled Syringe [Havrix] Box of 10,41335736
VO:0015201,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML Prefilled Syringe [Havrix] Box of 10 by Aca Mueller,41329994
VO:0015202,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML Prefilled Syringe [Havrix] Box of 10 by Axicorp,41334018
VO:0015203,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML Prefilled Syringe [Havrix] Box of 10 by Haematogmbh,41327455
VO:0015204,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML Prefilled Syringe Box of 1,41337515
VO:0015205,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML Prefilled Syringe Box of 10,41337514
VO:0015206,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Injectable Solution,41332122
VO:0015207,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Injectable Solution [Vaqta],41332317
VO:0015208,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Injectable Solution [Vaqta] Box of 1,41336410
VO:0015209,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Injectable Solution [Vaqta] Box of 1 by Merck,44190062
VO:0015210,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Injectable Solution [Vaqta] Box of 1 by Sanofi,41336714
VO:0015211,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Injectable Solution [Vaqta] Box of 10,41327699
VO:0015212,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Injectable Solution [Vaqta] Box of 10 by Merck,44189841
VO:0015213,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Injectable Solution [Vaqta] Box of 10 by Sanofi,41334685
VO:0015214,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Injectable Solution Box of 1,41334866
VO:0015215,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Injectable Solution Box of 10,41336199
VO:0015216,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Prefilled Syringe,41332123
VO:0015217,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Prefilled Syringe [Vaqta],41329692
VO:0015218,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Prefilled Syringe [Vaqta] Box of 1,41336411
VO:0015219,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Prefilled Syringe [Vaqta] Box of 1 by Emra-Med,41331285
VO:0015220,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Prefilled Syringe [Vaqta] Box of 1 by Eurim-Pharm,41332650
VO:0015221,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Prefilled Syringe [Vaqta] Box of 1 by Kohlpharma,41329995
VO:0015222,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Prefilled Syringe [Vaqta] Box of 1 by Merck,44189756
VO:0015223,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Prefilled Syringe [Vaqta] Box of 1 by Sanofi,41333336
VO:0015224,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Prefilled Syringe [Vaqta] Box of 10,41331656
VO:0015225,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Prefilled Syringe [Vaqta] Box of 10 by Merck,44189364
VO:0015226,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Prefilled Syringe [Vaqta] Box of 10 by Sanofi,41336715
VO:0015227,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Prefilled Syringe Box of 1,41328808
VO:0015228,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Prefilled Syringe Box of 10,41336200
VO:0015229,1 ML Hepatitis A Virus 160 UNT/ML / Salmonella Typhi Inactivated Antigen 0.025 MG/ML Injection,43269673
VO:0015230,1 ML Hepatitis A Virus 160 UNT/ML / Salmonella Typhi Inactivated Antigen 0.025 MG/ML Injection [Vivaxim],43264199
VO:0015232,"Hepatitis A Vaccine (Inactivated) Strain HM175 / Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain Injectable Suspension",43768855
VO:0015233,"Hepatitis A Vaccine (Inactivated) Strain HM175 / Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain Injectable Suspension [Hepatyrix]",43624842
VO:0015234,"hepatitis A vaccine (inactivated) strain HM175 / typhoid Vi polysaccharide vaccine, S typhi Ty2 strain Injectable Suspension [ViATIM]",36950482
VO:0015235,Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML,40857357
VO:0015236,Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML [Havrix],40827674
VO:0015237,Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe,40864917
VO:0015238,Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix],40963890
VO:0015239,Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 1,41120165
VO:0015240,Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe [Havrix] Box of 10,41214131
VO:0015241,Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe Box of 1,41239597
VO:0015242,Hepatitis A Vaccine (Inactivated) Strain HM175 1.44 UNT/ML Prefilled Syringe Box of 10,40989652
VO:0015243,Hepatitis A Vaccine (Inactivated) Strain HM175 100 UNT/ML,41262913
VO:0015244,Hepatitis A Vaccine (Inactivated) Strain HM175 100 UNT/ML [Vaqta],41264522
VO:0015245,Hepatitis A Vaccine (Inactivated) Strain HM175 100 UNT/ML Prefilled Syringe,41083410
VO:0015246,Hepatitis A Vaccine (Inactivated) Strain HM175 100 UNT/ML Prefilled Syringe [Vaqta],41245068
VO:0015247,Hepatitis A Vaccine (Inactivated) Strain HM175 100 UNT/ML Prefilled Syringe [Vaqta] Box of 1,40995169
VO:0015248,Hepatitis A Vaccine (Inactivated) Strain HM175 100 UNT/ML Prefilled Syringe Box of 1,41208656
VO:0015249,Hepatitis A Vaccine (Inactivated) Strain HM175 1000 UNT/ML,41201115
VO:0015250,Hepatitis A Vaccine (Inactivated) Strain HM175 1000 UNT/ML [Epaxal],40890269
VO:0015251,Hepatitis A Vaccine (Inactivated) Strain HM175 1000 UNT/ML [Havpur],41264521
VO:0015252,Hepatitis A Vaccine (Inactivated) Strain HM175 1000 UNT/ML Prefilled Syringe,40958366
VO:0015253,Hepatitis A Vaccine (Inactivated) Strain HM175 1000 UNT/ML Prefilled Syringe [Epaxal],40963889
VO:0015254,Hepatitis A Vaccine (Inactivated) Strain HM175 1000 UNT/ML Prefilled Syringe [Epaxal] Box of 1,41307116
VO:0015255,Hepatitis A Vaccine (Inactivated) Strain HM175 1000 UNT/ML Prefilled Syringe [Epaxal] Box of 10,41276028
VO:0015256,Hepatitis A Vaccine (Inactivated) Strain HM175 1000 UNT/ML Prefilled Syringe [Havpur],41214129
VO:0015257,Hepatitis A Vaccine (Inactivated) Strain HM175 1000 UNT/ML Prefilled Syringe [Havpur] Box of 1,40932646
VO:0015258,Hepatitis A Vaccine (Inactivated) Strain HM175 1000 UNT/ML Prefilled Syringe [Havpur] Box of 10,41245067
VO:0015259,Hepatitis A Vaccine (Inactivated) Strain HM175 1000 UNT/ML Prefilled Syringe Box of 1,41146207
VO:0015260,Hepatitis A Vaccine (Inactivated) Strain HM175 1000 UNT/ML Prefilled Syringe Box of 10,41301537
VO:0015261,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML,43841039
VO:0015262,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML [Hepatyrix],43841040
VO:0015264,"Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML / Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.025 MG/ML [Hepatyrix]",43661216
VO:0015265,"Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML / Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.025 MG/ML Injectable Suspension",43786823
VO:0015266,"Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML / Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.025 MG/ML Injectable Suspension [Hepatyrix]",43859161
VO:0015267,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML Injectable Suspension,43643097
VO:0015268,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML Injectable Suspension [Hepatyrix],43624848
VO:0015269,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML Injectable Suspension [Hepatyrix] Box of 10,43643098
VO:0015270,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML Injectable Suspension [Hepatyrix] Box of 20,43696997
VO:0015271,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML Injectable Suspension [Hepatyrix] Box of 50,43822934
VO:0015272,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML Injectable Suspension Box of 10,43732941
VO:0015273,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML Injectable Suspension Box of 20,43714920
VO:0015274,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 CELLS/ML Injectable Suspension Box of 50,43768860
VO:0015275,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML Injectable Suspension,36892618
VO:0015276,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML Injectable Suspension [Havrix],36889945
VO:0015277,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML Injectable Suspension [Havrix] Box of 1,43133965
VO:0015278,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML Injectable Suspension Box of 1,43156100
VO:0015280,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML Prefilled Syringe [Havrix] Box of 1,41182815
VO:0015281,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML Prefilled Syringe [Havrix] Box of 10,41214130
VO:0015282,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML Prefilled Syringe Box of 1,41301539
VO:0015283,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML Prefilled Syringe Box of 10,41301538
VO:0015284,Hepatitis A Vaccine (Inactivated) Strain HM175 25000 UNT/ML,41138603
VO:0015285,Hepatitis A Vaccine (Inactivated) Strain HM175 25000 UNT/ML [Vaqta],41014781
VO:0015286,Hepatitis A Vaccine (Inactivated) Strain HM175 25000 UNT/ML Injectable Solution,41208655
VO:0015287,Hepatitis A Vaccine (Inactivated) Strain HM175 25000 UNT/ML Injectable Solution [Vaqta],41151744
VO:0015288,Hepatitis A Vaccine (Inactivated) Strain HM175 25000 UNT/ML Injectable Solution [Vaqta] Box of 1,41214128
VO:0015289,Hepatitis A Vaccine (Inactivated) Strain HM175 25000 UNT/ML Injectable Solution Box of 1,41301536
VO:0015290,Hepatitis A Vaccine (Inactivated) Strain HM175 48 UNT/ML,41232175
VO:0015291,Hepatitis A Vaccine (Inactivated) Strain HM175 48 UNT/ML [Epaxal],41014782
VO:0015292,Hepatitis A Vaccine (Inactivated) Strain HM175 48 UNT/ML Prefilled Syringe,40927098
VO:0015293,Hepatitis A Vaccine (Inactivated) Strain HM175 48 UNT/ML Prefilled Syringe [Epaxal],40870458
VO:0015294,Hepatitis A Vaccine (Inactivated) Strain HM175 48 UNT/ML Prefilled Syringe [Epaxal] Box of 1,40995168
VO:0015295,Hepatitis A Vaccine (Inactivated) Strain HM175 48 UNT/ML Prefilled Syringe [Epaxal] Box of 10,40932647
VO:0015296,Hepatitis A Vaccine (Inactivated) Strain HM175 48 UNT/ML Prefilled Syringe Box of 1,40864915
VO:0015297,Hepatitis A Vaccine (Inactivated) Strain HM175 48 UNT/ML Prefilled Syringe Box of 10,40833778
VO:0015298,Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML,41201116
VO:0015299,Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML [Vaqta],40827673
VO:0015300,Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Injectable Solution,41051818
VO:0015301,Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Injectable Solution [Vaqta],41057408
VO:0015302,Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Injectable Solution [Vaqta] Box of 1,41276029
VO:0015303,Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Injectable Solution [Vaqta] Box of 10,41088927
VO:0015304,Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Injectable Solution Box of 1,40927099
VO:0015305,Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Injectable Solution Box of 10,41083408
VO:0015306,Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Prefilled Syringe,41301540
VO:0015307,Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Prefilled Syringe [Vaqta],41307117
VO:0015308,Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Prefilled Syringe [Vaqta] Box of 1,40870459
VO:0015309,Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Prefilled Syringe [Vaqta] Box of 10,41182816
VO:0015310,Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Prefilled Syringe Box of 1,40864916
VO:0015311,Hepatitis A Vaccine (Inactivated) Strain HM175 50 UNT/ML Prefilled Syringe Box of 10,41083409
VO:0015312,Hepatitis A Vaccine (Inactivated) Strain HM175 Injectable Solution,41173771
VO:0015313,Hepatitis A Vaccine (Inactivated) Strain HM175 Injectable Solution [Hav Sorbat Ssw],40862428
VO:0015314,Hepatitis A Vaccine (Inactivated) Strain HM175 Injectable Solution [Vaqta],40862427
VO:0015315,Hepatitis A Vaccine (Inactivated) Strain HM175 Injectable Suspension,40150661
VO:0015316,Hepatitis A Vaccine (Inactivated) Strain HM175 Injectable Suspension [Hav Sorbat Ssw],40831214
VO:0015317,Hepatitis A Vaccine (Inactivated) Strain HM175 Injectable Suspension [Havrix],36886628
VO:0015318,Hepatitis A Vaccine (Inactivated) Strain HM175 Injectable Suspension [Hepatyrix],43786831
VO:0015319,Hepatitis A Vaccine (Inactivated) Strain HM175 Prefilled Syringe [Epaxal],40893624
VO:0015320,Hepatitis A Vaccine (Inactivated) Strain HM175 Prefilled Syringe [Havpur],40955887
VO:0015321,Hepatitis A Vaccine (Inactivated) Strain HM175 Prefilled Syringe [Vaqta],40987117
VO:0015323,"Hepatitis A Vaccine, Inactivated / Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain Injectable Suspension",40749995
VO:0015324,"Hepatitis A Vaccine, Inactivated / Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain Injectable Suspension [ViATIM]",40749994
VO:0015325,"Hepatitis A Vaccine, Inactivated / Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain Intramuscular Solution",44068849
VO:0015326,"Hepatitis A Vaccine, Inactivated / Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain Intramuscular Solution [Vivaxim]",44025224
VO:0015327,"Hepatitis A Vaccine, Inactivated / Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain Prefilled Syringe",36421621
VO:0015328,"Hepatitis A Vaccine, Inactivated / Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain Prefilled Syringe [ViATIM]",36421620
VO:0015330,"Hepatitis A Vaccine, Inactivated 320 UNT/ML / Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML [Vivaxim]",44093231
VO:0015331,"Hepatitis A Vaccine, Inactivated 320 UNT/ML / Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML Intramuscular Solution",44110125
VO:0015332,"Hepatitis A Vaccine, Inactivated 320 UNT/ML / Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML Intramuscular Solution [Vivaxim]",44060599
VO:0015333,Hepatitis A Virus / Salmonella Typhi Inactivated Antigen Injection,43275040
VO:0015334,Hepatitis A Virus / Salmonella Typhi Inactivated Antigen Injection [Vivaxim],43275041
VO:0015335,"hepatitis A virus / typhoid Vi polysaccharide vaccine, S typhi Ty2 strain Injectable Suspension",36065570
VO:0015336,"hepatitis A virus / typhoid Vi polysaccharide vaccine, S typhi Ty2 strain Injectable Suspension [ViATIM]",36065569
VO:0015338,Hepatitis A Virus 160 UNT/ML / Salmonella Typhi Inactivated Antigen 0.025 MG/ML [Vivaxim],43258581
VO:0015339,Hepatitis A Virus 160 UNT/ML / Salmonella Typhi Inactivated Antigen 0.025 MG/ML Injection,43264016
VO:0015340,Hepatitis A Virus 160 UNT/ML / Salmonella Typhi Inactivated Antigen 0.025 MG/ML Injection [Vivaxim],43285829
VO:0015484,Neisseria meningitidis Group B Membrane vesicles External Omv,36878723
VO:0015485,0.5 ML Hepatitis B Surface Antigen Vaccine 0.005 MG/ML Prefilled Syringe,19133383
VO:0015486,0.5 ML Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Prefilled Syringe,35201908
VO:0015488,Neisseria meningitidis Recombinant Fusion Protein Fhbp Group B,36878793
VO:0015489,Hepatitis B Surface Antigen Vaccine 0.005 MG/ML Prefilled Syringe,42902837
VO:0015490,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injection,46275238
VO:0015491,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe,42903253
VO:0015492,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution,568231
VO:0015493,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension,528325
VO:0015494,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection,46275232
VO:0015495,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection [Engerix-B],46275233
VO:0015496,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Prefilled Syringe,42902761
VO:0015497,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Prefilled Syringe [Engerix-B],42903177
VO:0015498,Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Injection,46276310
VO:0015499,Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Prefilled Syringe,35200004
VO:0015500,Hepatitis B Surface Antigen Vaccine Injectable Solution,40047709
VO:0015501,"hepatitis B surface antigen (isoform L), recombinant 0.01 MG/ML",1758555
VO:0015502,Hepatitis B Surface Antigen Vaccine 0.001 MG/ML [HBvaxPRO],41295612
VO:0015503,Hepatitis B Surface Antigen Vaccine 0.005 MG/ML [H B Vax],40827671
VO:0015504,Hepatitis B Surface Antigen Vaccine 0.005 MG/ML [HBvaxPRO],41014780
VO:0015505,Hepatitis B Surface Antigen Vaccine 0.005 MG/ML [Hevac B],41264520
VO:0015506,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML [Gen Vax],40827672
VO:0015507,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML [H B Vax],40824153
VO:0015508,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML [H-B-Vax II],43275042
VO:0015509,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML [HBvaxPRO],21169357
VO:0015510,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML [Engerix B],21051479
VO:0015511,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML [Gemvites],40983561
VO:0015512,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML [H B Vax],41295613
VO:0015513,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML [Hepasorbat],44168181
VO:0015514,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML [Lt Grk],41140111
VO:0015515,Hepatitis B Surface Antigen Vaccine 0.04 MG/ML [Fendrix],21022028
VO:0015516,Hepatitis B Surface Antigen Vaccine 0.04 MG/ML [Gen Vax],41295614
VO:0015517,Hepatitis B Surface Antigen Vaccine 0.04 MG/ML [H-B-Vax II],43296589
VO:0015518,Hepatitis B Surface Antigen Vaccine 0.04 MG/ML [HBvaxPRO],21061267
VO:0015519,Hepatitis B Surface Antigen Vaccine 0.04 MG/ML [VACCIN GENHEVAC B],43172255
VO:0015520,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML [Engerix B],43606937
VO:0015521,Hepatitis B Surface Antigen Vaccine Intramuscular Solution [Recombivax],44044125
VO:0015522,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN Injectable Suspension [Engerix B],43588889
VO:0015523,Hepatitis B Surface Antigen Vaccine 0.001 MG/ML,40919653
VO:0015524,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML,43768858
VO:0015525,Hepatitis B Surface Antigen Vaccine Intramuscular Solution,44055862
VO:0015526,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN Injectable Suspension,43786829
VO:0015527,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Intramuscular Solution [Recombivax],44125210
VO:0015528,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension [Engerix B],43588891
VO:0015529,Haemophilus B Conjugate Vaccine / Hepatitis B Surface Antigen Vaccine Injectable Solution [Procomvax],40831215
VO:0015530,Hepatitis B Surface Antigen Vaccine Injectable Solution [Bimmugen],35130652
