#mapping_set_id: http://purl.obolibrary.org/obo/vo/mappings/vo-cvx.sssom.tsv
#mapping_set_title: Vaccine Ontology to CVX Mappings
#license: https://creativecommons.org/licenses/by/4.0/
#curie_map:
#  VO: 'http://purl.obolibrary.org/obo/VO_'
#  cvx: 'https://biopragmatics.github.io/providers/cvx/'
#  oboInOwl: 'http://www.geneontology.org/formats/oboInOwl#'
subject_id	subject_label	object_id	object_label	predicate_id	mapping_justification
VO:0005451	Rho(D) Unspecified formulation	cvx:159	Rho(D) Unspecified formulation	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010187	influenza A monovalent (H5N1), adjuvanted, National stockpile 2013	cvx:160	Influenza A monovalent (H5N1), adjuvanted, National stockpile 2013	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0005462	influenza, injectable, quadrivalent, preservative free, pediatric	cvx:161	Influenza, injectable,quadrivalent, preservative free, pediatric	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010205	meningococcal B vaccine, fully recombinant	cvx:162	meningococcal B vaccine, fully recombinant	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010206	meningococcal B vaccine, recombinant, OMV, adjuvanted	cvx:163	meningococcal B vaccine, recombinant, OMV, adjuvanted	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0006032	meningococcal B unspecified formulation	cvx:164	meningococcal B, unspecified formulation	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010175	human papillomavirus 9-valent vaccine	cvx:165	Human Papillomavirus 9-valent vaccine	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0005463	influenza, intradermal, quadrivalent, preservative free, injectable	cvx:166	influenza, intradermal, quadrivalent, preservative free, injectable	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0006034	meningococcal vaccine of unknown formulation and unknown serogroups	cvx:167	meningococcal vaccine of unknown formulation and unknown serogroups	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010188	influenza, adjuvanted, inactivated, trivalent, injectable, preservative free	cvx:168	Influenza, adjuvanted, inactivated, trivalent, injectable, preservative free	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0006008	Hep A live attenuated-IM	cvx:169	Hep A, live attenuated-IM	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010164	non-US diphtheria, tetanus toxoids and acellular pertussis vaccine, Haemophilus influenzae type b conjugate, and poliovirus vaccine, inactivated (DTaP-Hib-IPV)	cvx:170	non-US diphtheria, tetanus toxoids and acellular pertussis vaccine, Haemophilus influenzae type b conjugate, and poliovirus vaccine, inactivated (DTaP-Hib-IPV)	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010189	influenza, Madin Darby Canine Kidney, subunit, quadrivalent, injectable, preservative free	cvx:171	Influenza, Madin Darby Canine Kidney, subunit, quadrivalent, injectable, preservative free	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010225	cholera, WC-rBS	cvx:172	cholera, WC-rBS	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0006003	cholera BivWC	cvx:173	cholera, BivWC	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0006004	cholera live attenuated	cvx:174	cholera, live attenuated	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0006021	Human Rabies vaccine from human diploid cell culture	cvx:175	Human Rabies vaccine from human diploid cell culture	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010213	human rabies vaccine from Chicken fibroblast culture	cvx:176	Human rabies vaccine from Chicken fibroblast culture	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0006043	pneumococcal conjugate vaccine 10 valent	cvx:177	pneumococcal conjugate vaccine, 10 valent	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0005464	Non-US bivalent oral polio vaccine (types 1 and 3)	cvx:178	Non-US bivalent oral polio vaccine (types 1 and 3)	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0005465	Non-US monovalent oral polio vaccine, unspecified formulation	cvx:179	Non-US monovalent oral polio vaccine, unspecified formulation	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0005452	tetanus immune globulin	cvx:180	tetanus immune globulin	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0005440	anthrax immune globulin passive vaccine	cvx:181	anthrax immune globulin	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010209	Oral Polio Vaccine, Unspecified formulation	cvx:182	Oral Polio Vaccine, Unspecified formulation	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010227	yellow fever vaccine live - alternative formulation for vaccine shortage	cvx:183	Yellow fever vaccine live - alternative formulation for vaccine shortage	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010228	yellow fever vaccine, unspecified formulation	cvx:184	Yellow fever vaccine, unspecified formulation	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010190	influenza, recombinant, quadrivalent, injectable, preservative free	cvx:185	Influenza, recombinant, quadrivalent, injectable, preservative free	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0005458	influenza, injectable, Madin Darby Canine Kidney, quadrivalent with preservative	cvx:186	Influenza, Madin Darby Canine Kidney, subunit, quadrivalent, injectable, contains preservative	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010223	zoster vaccine recombinant	cvx:187	zoster vaccine recombinant	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010224	zoster vaccine, unspecified formulation	cvx:188	zoster vaccine, unspecified formulation	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010172	hepatitis B vaccine (recombinant), CpG adjuvanted	cvx:189	Hepatitis B vaccine (recombinant), CpG adjuvanted	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0006082	Typhoid conjugate vaccine (non-US)	cvx:190	Typhoid conjugate vaccine (non-US)	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0006029	meningococcal A polysaccharide vaccine (non-US)	cvx:191	meningococcal A polysaccharide vaccine (non-US)	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0006030	meningococcal AC polysaccharide vaccine (non-US)	cvx:192	meningococcal AC polysaccharide vaccine (non-US)	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010170	hepatitis A and hepatitis B vaccine, pediatric/adolescent (non-US)	cvx:193	hepatitis A and hepatitis B vaccine, pediatric/adolescent (non-US)	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010191	influenza, Southern Hemisphere, unspecified formulation	cvx:194	influenza, Southern Hemisphere, unspecified formulation	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010157	Diphtheria, Tetanus, Poliomyelitis adsorbed	cvx:195	Diphtheria, Tetanus, Poliomyelitis adsorbed	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0005467	tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use, Lf unspecified	cvx:196	tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use, Lf unspecified	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010192	influenza, high-dose, split virus, quadrivalent, injectable, preservative free	cvx:197	Influenza, high-dose, split virus, quadrivalent, injectable, preservative free	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0005456	Diphtheria-Pertussis-Tetanus-Haemophilus B-Hepatitis B vaccine,(Pentavalent)	cvx:198	Diphtheria, pertussis, tetanus, hepatitis B, Haemophilus Influenza Type b, (Pentavalent)	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010193	influenza, seasonal, Southern Hemisphere, quadrivalent, pediatric 0.25mL dose, preservative free	cvx:200	influenza, seasonal, Southern Hemisphere, quadrivalent, pediatric 0.25mL dose, preservative free	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010194	influenza, seasonal, Southern Hemisphere, quadrivalent, 0.5mL dose, no preservative	cvx:201	influenza, seasonal, Southern Hemisphere, quadrivalent, 0.5mL dose, no preservative	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010195	influenza, seasonal, Southern Hemisphere, quadrivalent, 0.5mL dose, with preservative	cvx:202	influenza, seasonal, Southern Hemisphere, quadrivalent, 0.5mL dose, with preservative	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0006035	meningococcal polysaccharide (groups A C Y W-135) tetanus toxoid conjugate vaccine 0.5mL dose preservative free	cvx:203	meningococcal polysaccharide (groups A, C, Y, W-135) tetanus toxoid conjugate vaccine 0.5mL dose, preservative free	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0003155	rVSV-ZEBOV	cvx:204	Ebola Zaire vaccine, live, recombinant, 1mL dose	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010196	Influenza, adjuvanted, inactivated, quadrivalent, injectable, preservative free	cvx:205	Influenza, adjuvanted, inactivated, quadrivalent, injectable, preservative free	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0006087	Vaccinia smallpox monkeypox vaccine live attenuated preservative free subcutaneous or intradermal injection	cvx:206	Vaccinia, smallpox monkeypox vaccine, live attenuated, preservative free, subcutaneous or intradermal injection	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0006060	SARS-COV-2 (COVID-19) vaccine mRNA spike protein LNP preservative free 100 mcg/0.5mL dose or 50 mcg/0.25mL dose	cvx:207	SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, preservative free, 100 mcg/0.5mL dose or 50 mcg/0.25mL dose	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0006062	SARS-COV-2 (COVID-19) vaccine mRNA spike protein LNP preservative free 30 mcg/0.3mL dose	cvx:208	SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, preservative free, 30 mcg/0.3mL dose	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0005158	Oxford-AstraZeneca COVID-19 vaccine	cvx:210	SARS-COV-2 (COVID-19) vaccine, vector non-replicating, recombinant spike protein-ChAdOx1, preservative free, 0.5 mL	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0005155	NVX-CoV2373	cvx:211	SARS-COV-2 (COVID-19) vaccine, subunit, recombinant spike protein-nanoparticle+Matrix-M1 Adjuvant, preservative free, 0.5mL dose	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0005159	Ad26.COV2.S	cvx:212	SARS-COV-2 (COVID-19) vaccine, vector non-replicating, recombinant spike protein-Ad26, preservative free, 0.5 mL	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0006067	SARS-COV-2 (COVID-19) vaccine UNSPECIFIED	cvx:213	SARS-COV-2 (COVID-19) vaccine, UNSPECIFIED	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0006091	Ebola unspecified	cvx:214	Ebola, unspecified	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0006041	Pneumococcal conjugate vaccine 15-valent (PCV15) polysaccharide CRM197 conjugate adjuvant preservative free	cvx:215	Pneumococcal conjugate vaccine 15-valent (PCV15), polysaccharide CRM197 conjugate, adjuvant, preservative free	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0006042	Pneumococcal conjugate vaccine 20-valent (PCV20) polysaccharide CRM197 conjugate adjuvant preservative free	cvx:216	Pneumococcal conjugate vaccine 20-valent (PCV20), polysaccharide CRM197 conjugate, adjuvant, preservative free	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0006063	SARS-COV-2 (COVID-19) vaccine mRNA spike protein LNP preservative free 30 mcg/0.3mL dose tris-sucrose formulation	cvx:217	SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, preservative free, 30 mcg/0.3mL dose, tris-sucrose formulation	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0006059	SARS-COV-2 (COVID-19) vaccine mRNA spike protein LNP preservative free 10 mcg/0.2mL dose tris-sucrose formulation	cvx:218	SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, preservative free, 10 mcg/0.2mL dose, tris-sucrose formulation	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0006061	SARS-COV-2 (COVID-19) vaccine mRNA spike protein LNP preservative free 3 mcg/0.2mL dose tris-sucrose formulation	cvx:219	SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, preservative free, 3 mcg/0.2mL dose, tris-sucrose formulation	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0006013	Hepatitis B vaccine (recombinant) 3-antigen Al(OH)3 adjuvanted	cvx:220	Hepatitis B vaccine (recombinant), 3-antigen, Al(OH)3 adjuvanted	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0006064	SARS-COV-2 (COVID-19) vaccine mRNA spike protein LNP preservative free 50 mcg/0.5 mL dose	cvx:221	SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, preservative free, 50 mcg/0.5 mL dose	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0006081	Tick-borne encephalitis vaccine unspecified	cvx:222	Tick-borne encephalitis vaccine, unspecified	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0006079	Tick-borne encephalitis vaccine inactivated preservative free 0.25mL dose	cvx:223	Tick-borne encephalitis vaccine, inactivated, preservative free, 0.25mL dose	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0006080	Tick-borne encephalitis vaccine inactivated preservative free 0.5mL dose	cvx:224	Tick-borne encephalitis vaccine, inactivated, preservative free, 0.5mL dose	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0006053	SARS-COV-2 (COVID-19) vaccine D614 prefusion spike recombinant protein subunit (CoV2 preS dTM) AS03 adjuvant added preservative free 5mcg/0.5mL dose	cvx:225	SARS-COV-2 (COVID-19) vaccine, D614, prefusion spike recombinant protein subunit (CoV2 preS dTM), AS03 adjuvant added, preservative free, 5mcg/0.5mL dose	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0006052	SARS-COV-2 (COVID-19) vaccine D614 prefusion spike recombinant protein subunit (CoV2 preS dTM) AS03 adjuvant added preservative free 10mcg/0.5mL dose	cvx:226	SARS-COV-2 (COVID-19) vaccine, D614, prefusion spike recombinant protein subunit (CoV2 preS dTM), AS03 adjuvant added, preservative free, 10mcg/0.5mL dose	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0006066	SARS-COV-2 (COVID-19) vaccine mRNA spike protein LNP preservative free pediatric 50 mcg/0.5 mL dose	cvx:227	SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, preservative free, pediatric 50 mcg/0.5 mL dose	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0006065	SARS-COV-2 (COVID-19) vaccine mRNA spike protein LNP preservative free pediatric 25 mcg/0.25 mL dose	cvx:228	SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, preservative free, pediatric 25 mcg/0.25 mL dose	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0006057	SARS-COV-2 (COVID-19) vaccine mRNA spike protein LNP bivalent booster preservative free 50 mcg/0.5 mL or 25 mcg/0.25 mL dose	cvx:229	SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, bivalent, preservative free, 50 mcg/0.5 mL or 25 mcg/0.25 mL dose	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0006054	SARS-COV-2 (COVID-19) vaccine mRNA spike protein LNP bivalent booster preservative free 10 mcg/0.2 mL dose	cvx:230	SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, bivalent, preservative free, 10 mcg/0.2 mL dose	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010197	influenza, seasonal, Southern Hemisphere, high-dose, quadrivalent, 0.7mL dose, preservative free	cvx:231	influenza, seasonal, Southern Hemisphere, high-dose, quadrivalent, 0.7mL dose, preservative free	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0006056	SARS-COV-2 (COVID-19) vaccine mRNA spike protein LNP bivalent booster preservative free 30 mcg/0.3 mL dose tris-sucrose formulation	cvx:300	SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, bivalent, preservative free, 30 mcg/0.3 mL dose, tris-sucrose formulation	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0006055	SARS-COV-2 (COVID-19) vaccine mRNA spike protein LNP bivalent booster preservative free 10 mcg/0.2 mL dose tris-sucrose formulation	cvx:301	SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, bivalent, preservative free, 10 mcg/0.2 mL dose, tris-sucrose formulation	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0006058	SARS-COV-2 (COVID-19) vaccine mRNA spike protein LNP bivalent preservative free 3 mcg/0.2 mL dose tris-sucrose formulation	cvx:302	SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, bivalent, preservative free, 3 mcg/0.2 mL dose, tris-sucrose formulation	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010135	Respiratory syncytial virus (RSV), vaccine, recombinant, protein subunit RSV prefusion F, adjuvant reconstituted, 0.5 mL, preservative free	cvx:303	Respiratory syncytial virus (RSV), vaccine, recombinant, protein subunit RSV prefusion F, adjuvant reconstituted, 0.5 mL, preservative free	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010214	Respiratory syncytial virus (RSV), unspecified	cvx:304	Respiratory syncytial virus (RSV), unspecified	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010136	Respiratory syncytial virus (RSV), vaccine, bivalent, protein subunit RSV prefusion F, diluent reconstituted, 0.5 mL, preservative free	cvx:305	Respiratory syncytial virus (RSV), vaccine, bivalent, protein subunit RSV prefusion F, diluent reconstituted, 0.5 mL, preservative free	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010137	Respiratory syncytial virus (RSV) monoclonal antibody, IgG1Œ∫, (nirsevimab-alip), 0.5 mL, neonates and children to 24 months	cvx:306	Respiratory syncytial virus (RSV) monoclonal antibody, IgG1κ, (nirsevimab-alip), 0.5 mL, neonates and children to 24 months	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010138	Respiratory syncytial virus (RSV) monoclonal antibody, IgG1Œ∫, (nirsevimab-alip), 1 mL, neonates and children to 24 months	cvx:307	Respiratory syncytial virus (RSV) monoclonal antibody, IgG1κ, (nirsevimab-alip), 1 mL, neonates and children to 24 months	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010139	SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, preservative free, tris-sucrose, 3 mcg/0.3 mL dose	cvx:308	SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, preservative free, tris-sucrose, 3 mcg/0.3 mL dose	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010140	SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, preservative free, tris-sucrose, 30 mcg/0.3 mL dose	cvx:309	SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, preservative free, tris-sucrose, 30 mcg/0.3 mL dose	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010141	SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, preservative free, tris-sucrose, 10 mcg/0.3 mL dose	cvx:310	SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, preservative free, tris-sucrose, 10 mcg/0.3 mL dose	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010142	SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, preservative free, 25 mcg/0.25 mL dose	cvx:311	SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, preservative free, 25 mcg/0.25 mL dose	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010143	SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, preservative free, 50 mcg/0.5 mL dose	cvx:312	SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, preservative free, 50 mcg/0.5 mL dose	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010144	SARS-COV-2 (COVID-19) vaccine, subunit, recombinant spike protein-nanoparticle+Matrix-M1 Adjuvant, preservative free, 5 mcg/0.5 mL dose	cvx:313	SARS-COV-2 (COVID-19) vaccine, subunit, recombinant spike protein-nanoparticle+Matrix-M1 Adjuvant, preservative free, 5 mcg/0.5 mL dose	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010215	Respiratory syncytial virus (RSV) vaccine, unspecified	cvx:314	Respiratory syncytial virus (RSV) vaccine, unspecified	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010216	Respiratory syncytial virus (RSV) monoclonal antibody (MAB), unspecified	cvx:315	Respiratory syncytial virus (RSV) monoclonal antibody (MAB), unspecified	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010146	Meningococcal polysaccharide (groups A, C, Y, W) tetanus toxoid conjugate, meningococcal B recombinant vaccine, 0.5mL, preservative free	cvx:316	Meningococcal polysaccharide (groups A, C, Y, W) tetanus toxoid conjugate, meningococcal B recombinant vaccine, 0.5mL, preservative free	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010147	Chikungunya, live attenuated vaccine, 0.5 mL, preservative free	cvx:317	Chikungunya, live attenuated vaccine, 0.5 mL, preservative free	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010148	Anthrax vaccine, adsorbed, adjuvanted, post-exposure prophylaxis	cvx:318	Anthrax vaccine, adsorbed, adjuvanted, post-exposure prophylaxis	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010434	licensed human bacillus anthracis vaccine	cvx:319	Anthrax vaccine, unspecified	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010198	influenza, Madin Darby Canine Kidney, subunit, trivalent, injectable, contains preservative	cvx:320	Influenza, Madin Darby Canine Kidney, subunit, trivalent, injectable, contains preservative	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0006070	SARS-COV-2 COVID-19 Non-US Vaccine Specific Product Unknown	cvx:500	SARS-COV-2 COVID-19 Non-US Vaccine, Specific Product Unknown	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0005093	QazVac	cvx:501	SARS-COV-2 COVID-19 Inactivated Virus Non-US Vaccine Product (QAZCOVID-IN)	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0004991	COVAXIN	cvx:502	SARS-COV-2 COVID-19 Inactivated Virus Non-US Vaccine Product (COVAXIN)	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0005187	COVI-VAC	cvx:503	SARS-COV-2 COVID-19 Live Attenuated Virus Non-US Vaccine Product (COVIVAC)	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0006075	SARS-COV-2 COVID-19 Viral Vector Non-replicating Non-US Vaccine Product (Sputnik Light)	cvx:504	SARS-COV-2 COVID-19 Viral Vector Non-replicating Non-US Vaccine Product (Sputnik Light)	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0005163	Sputnik V	cvx:505	SARS-COV-2 COVID-19 Viral Vector Non-replicating Non-US Vaccine Product (Sputnik V)	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0006074	SARS-COV-2 COVID-19 Viral Vector Non-replicating Non-US Vaccine Product (CONVIDECIA) CanSino Biological Inc./Beijing Institute of Biotechnology	cvx:506	SARS-COV-2 COVID-19 Viral Vector Non-replicating Non-US Vaccine Product (CONVIDECIA), CanSino Biological Inc./Beijing Institute of Biotechnology	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0006072	SARS-COV-2 COVID-19 Protein Subunit Non-US Vaccine Product (Anhui Zhifei Longcom Biopharmaceutical + Institute of Microbiology Chinese Academy of Sciences)	cvx:507	SARS-COV-2 COVID-19 Protein Subunit Non-US Vaccine Product (Anhui Zhifei Longcom Biopharmaceutical + Institute of Microbiology, Chinese Academy of Sciences)	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0006071	SARS-COV-2 COVID-19 Protein Subunit Non-US Vaccine Product (Jiangsu Province Centers for Disease Control and Prevention)	cvx:508	SARS-COV-2 COVID-19 Protein Subunit Non-US Vaccine Product (Jiangsu Province Centers for Disease Control and Prevention)	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0005088	EpiVacCorona	cvx:509	SARS-COV-2 COVID-19 Protein Subunit Non-US Vaccine Product (EpiVacCorona)	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0005166	BBIBP-CorV	cvx:510	SARS-COV-2 COVID-19 Inactivated Virus Non-US Vaccine Product (BIBP, Sinopharm)	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0005141	CoronaVac	cvx:511	SARS-COV-2 COVID-19 Inactivated Virus Non-US Vaccine Product (CoronaVac, Sinovac)	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0004992	CoVLP	cvx:512	SARS-COV-2 COVID-19 Virus Like Particle (VLP) Non-US Vaccine Product (Medicago, Covifenz)	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0006073	SARS-COV-2 COVID-19 Protein Subunit Non-US Vaccine Product (Anhui Zhifei Longcom Zifivax)	cvx:513	SARS-COV-2 COVID-19 Protein Subunit Non-US Vaccine Product (Anhui Zhifei Longcom, Zifivax)	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0005162	ZyCoV-D	cvx:514	SARS-COV-2 COVID-19 DNA Non-US Vaccine Product (Zydus Cadila, ZyCoV-D)	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0005192	MVC-COV1901	cvx:515	SARS-COV-2 COVID-19 Protein Subunit Non-US Vaccine Product (Medigen, MVC-COV1901)	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0005084	KCONVAC	cvx:516	SARS-COV-2 COVID-19 Inactivated Non-US Vaccine Product (Minhai Biotechnology Co, KCONVAC)	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0005081	Corbevax	cvx:517	SARS-COV-2 COVID-19 Protein Subunit Non-US Vaccine Product (Biological E Limited, Corbevax)	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0005099	VLA2001	cvx:518	SARS-COV-2 COVID-19 Inactivated, Non-US Vaccine (VLA2001, Valneva)	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0006068	SARS-COV-2 COVID-19 mRNA bivalent original/Omicron BA.1 Non-US Vaccine (Spikevax Bivalent) Moderna	cvx:519	SARS-COV-2 COVID-19 mRNA, bivalent, original/Omicron BA.1, Non-US Vaccine (Spikevax Bivalent), Moderna	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0006069	SARS-COV-2 COVID-19 mRNA bivalent original/Omicron BA.1 Non-US Vaccine Product (Comirnaty Bivalent) Pfizer-BioNTech	cvx:520	SARS-COV-2 COVID-19 mRNA, bivalent, original/Omicron BA.1, Non-US Vaccine Product (Comirnaty Bivalent), Pfizer-BioNTech	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0010153	SARS-COV-2 (COVID-19) vaccine SP, protein-based, adjuvanted, B.1.351 strain (VidPrevtyn Beta), Sanofi-GSK	cvx:521	SARS-COV-2 (COVID-19) vaccine SP, protein-based, adjuvanted, B.1.351 strain (VidPrevtyn Beta), Sanofi-GSK	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
VO:0001320	AS03 vaccine adjuvant	cvx:801	AS03 Adjuvant	oboInOwl:hasDbXref	semapv:UnspecifiedMatching
